MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DE,MBER_SEXDSTN_FLAG_CD
"1","사하","청소년","출장","13","관리자","참가","20250501","M"
"3","미추홀","성인","일반","22","관리자","3등급","20250501","F"
"1","사하","청소년","출장","13","관리자","참가","20250501","M"
"4","동작","성인","일반","29","관리자","3등급","20250501","F"
"1","서구(광주)","성인","일반","31","관리자","2등급","20250501","M"
"1","사하","청소년","출장","13","관리자","참가","20250501","M"
"1","성남","어르신","일반","72","관리자","3등급","20250501","M"
"1","사하","청소년","출장","13","관리자","참가","20250501","M"
"1","서구(광주)","성인","일반","24","관리자","참가","20250501","M"
"1","사하","청소년","출장","14","관리자","참가","20250501","M"
"1","사하","청소년","출장","14","관리자","참가","20250501","M"
"1","미추홀","성인","일반","25","관리자","1등급","20250501","F"
"1","미추홀","청소년","일반","17","관리자","참가","20250501","F"
"1","사하","청소년","출장","13","관리자","참가","20250501","M"
"1","동작","성인","일반","56","관리자","참가","20250501","F"
"1","사하","청소년","출장","13","관리자","3등급","20250501","M"
"1","동작","성인","일반","47","관리자","1등급","20250501","F"
"1","동작","성인","일반","26","관리자","3등급","20250501","F"
"1","사하","청소년","출장","13","관리자","참가","20250501","M"
"3","미추홀","청소년","일반","18","관리자","3등급","20250501","F"
"3","동작","성인","일반","23","관리자","참가","20250501","F"
"2","미추홀","청소년","일반","18","관리자","참가","20250501","M"
"3","서구(광주)","성인","일반","27","관리자","1등급","20250501","F"
"1","미추홀","성인","일반","28","관리자","2등급","20250501","F"
"1","미추홀","성인","일반","23","관리자","참가","20250501","F"
"2","동작","성인","일반","22","관리자","2등급","20250501","M"
"1","미추홀","청소년","일반","16","관리자","참가","20250501","F"
"1","서구(광주)","성인","일반","29","관리자","3등급","20250501","M"
"2","서구(광주)","성인","일반","32","관리자","2등급","20250501","F"
"1","북구(광주)","유소년","출장","11","관리자","참가","20250502","M"
"4","서초","성인","일반","20","관리자","2등급","20250502","M"
"1","세종","성인","일반","20","관리자","참가","20250502","M"
"1","화성","성인","일반","27","관리자","참가","20250502","M"
"2","순천","청소년","일반","18","관리자","참가","20250502","M"
"12","남구(울산)","성인","일반","29","관리자","1등급","20250502","M"
"1","부천","성인","일반","64","관리자","3등급","20250502","F"
"1","안산","성인","일반","26","관리자","참가","20250502","M"
"1","동해","성인","일반","21","관리자","참가","20250502","M"
"1","구미","성인","일반","19","관리자","참가","20250502","M"
"3","오산","성인","일반","19","관리자","3등급","20250502","F"
"2","춘천","성인","일반","19","관리자","1등급","20250502","M"
"1","서구(광주)","성인","일반","50","관리자","참가","20250502","F"
"3","KSPO아산","성인","일반","21","관리자","3등급","20250502","M"
"1","김천","성인","일반","48","관리자","참가","20250502","M"
"1","안산","성인","일반","33","관리자","참가","20250502","M"
"1","달서","청소년","일반","18","관리자","2등급","20250502","F"
"2","강북","성인","일반","20","관리자","참가","20250502","F"
"1","스포원(금정)","성인","일반","19","관리자","참가","20250502","M"
"4","청주","성인","일반","19","관리자","참가","20250502","M"
"1","양평","성인","일반","21","관리자","3등급","20250502","M"
"2","화성","성인","일반","19","관리자","참가","20250502","M"
"1","전주","청소년","일반","18","관리자","3등급","20250502","F"
"1","남구(울산)","성인","일반","23","관리자","참가","20250502","F"
"1","KSPO송파별관(어르신)","어르신","일반","65","관리자","1등급","20250502","M"
"1","오산","성인","일반","19","관리자","3등급","20250502","M"
"1","안산","성인","일반","30","관리자","참가","20250502","M"
"1","북구(광주)","유소년","출장","11","관리자","참가","20250502","M"
"1","북구(광주)","유소년","출장","11","관리자","3등급","20250502","M"
"2","성남","성인","일반","28","관리자","참가","20250502","M"
"1","오산","성인","일반","49","관리자","참가","20250502","F"
"1","구미","청소년","일반","18","관리자","2등급","20250502","M"
"1","북구(광주)","유소년","출장","11","관리자","참가","20250502","M"
"1","북구(광주)","유소년","출장","11","관리자","참가","20250502","F"
"1","북구(광주)","유소년","출장","12","관리자","참가","20250502","M"
"2","북구(광주)","유소년","출장","11","관리자","참가","20250502","F"
"1","북구(광주)","유소년","출장","11","관리자","참가","20250502","M"
"1","북구(광주)","유소년","출장","12","관리자","참가","20250502","M"
"1","북구(광주)","유소년","출장","12","관리자","참가","20250502","M"
"3","진천","성인","일반","25","관리자","3등급","20250502","F"
"5","제주","성인","일반","53","관리자","참가","20250502","M"
"3","중구(서울)","성인","일반","25","관리자","3등급","20250502","F"
"3","고양","성인","일반","26","관리자","2등급","20250502","F"
"1","서대문","성인","일반","28","관리자","1등급","20250502","F"
"1","오산","성인","일반","64","관리자","참가","20250502","M"
"1","북구(광주)","유소년","출장","12","관리자","참가","20250502","M"
"1","사상","성인","일반","33","관리자","1등급","20250502","M"
"1","사상","성인","일반","28","관리자","2등급","20250502","F"
"1","KSPO아산","성인","일반","29","관리자","참가","20250502","M"
"2","영주","청소년","일반","18","관리자","참가","20250502","F"
"1","북구(광주)","유소년","출장","12","관리자","참가","20250502","M"
"1","사상","성인","일반","20","관리자","3등급","20250502","M"
"1","북구(광주)","유소년","출장","11","관리자","참가","20250502","M"
"2","동구(광주)","유소년","출장","11","관리자","3등급","20250502","F"
"2","동구(광주)","유소년","출장","11","관리자","2등급","20250502","M"
"2","북구(광주)","유소년","출장","11","관리자","3등급","20250502","F"
"1","북구(광주)","유소년","출장","11","관리자","3등급","20250502","M"
"5","사상","성인","일반","19","관리자","2등급","20250502","M"
"1","북구(광주)","유소년","출장","11","관리자","3등급","20250502","M"
"1","북구(광주)","유소년","출장","11","관리자","2등급","20250502","M"
"1","동구(광주)","유소년","출장","12","관리자","2등급","20250502","F"
"1","사상","성인","일반","20","관리자","참가","20250502","M"
"1","사상","성인","일반","29","관리자","3등급","20250502","F"
"3","사상","어르신","일반","76","관리자","3등급","20250502","F"
"1","북구(광주)","유소년","출장","11","관리자","참가","20250502","F"
"1","안산","성인","일반","25","관리자","참가","20250502","M"
"1","북구(광주)","유소년","출장","11","관리자","참가","20250502","M"
"2","동구(광주)","유소년","출장","12","관리자","3등급","20250502","M"
"1","북구(광주)","유소년","출장","11","관리자","참가","20250502","M"
"1","부천","성인","일반","29","관리자","3등급","20250502","M"
"4","양평","성인","일반","45","관리자","참가","20250502","M"
"1","천안","성인","일반","19","관리자","참가","20250502","M"
"1","제주","성인","일반","34","관리자","3등급","20250502","M"
"2","정읍","성인","일반","63","관리자","2등급","20250502","M"
"3","성남","성인","일반","24","관리자","참가","20250502","F"
"1","동구(광주)","유소년","출장","12","관리자","3등급","20250502","F"
"1","남구(부산)","청소년","일반","14","관리자","참가","20250502","M"
"1","남구(부산)","청소년","일반","16","관리자","참가","20250502","M"
"10","KSPO송파별관(어르신)","어르신","일반","70","관리자","2등급","20250502","M"
"1","남구(부산)","청소년","일반","16","관리자","참가","20250502","F"
"1","창원","성인","일반","31","관리자","참가","20250502","M"
"1","남구(부산)","성인","일반","19","관리자","참가","20250502","F"
"1","남구(부산)","성인","일반","19","관리자","참가","20250502","F"
"4","KSPO광주","성인","일반","28","관리자","참가","20250502","M"
"1","KSPO아산","성인","일반","24","관리자","참가","20250502","M"
"1","진천","성인","일반","24","관리자","2등급","20250502","F"
"1","사하","청소년","출장","14","관리자","참가","20250502","M"
"3","KSPO대구","성인","일반","28","관리자","2등급","20250502","M"
"5","양평","성인","일반","28","관리자","참가","20250502","M"
"1","고양","성인","일반","46","관리자","2등급","20250502","F"
"1","정읍","성인","일반","19","관리자","3등급","20250502","F"
"1","KSPO아산","청소년","일반","18","관리자","2등급","20250502","M"
"2","안동","성인","일반","64","관리자","2등급","20250502","M"
"6","춘천","성인","일반","23","관리자","참가","20250502","F"
"4","영주","청소년","일반","18","관리자","2등급","20250502","F"
"1","오산","성인","일반","47","관리자","2등급","20250502","M"
"3","영주","성인","일반","19","관리자","참가","20250502","M"
"3","영주","성인","일반","19","관리자","참가","20250502","M"
"3","영주","성인","일반","20","관리자","2등급","20250502","F"
"3","영주","성인","일반","19","관리자","참가","20250502","M"
"2","동구(광주)","유소년","출장","12","관리자","3등급","20250502","F"
"1","서대문","성인","일반","61","관리자","2등급","20250502","M"
"2","영동","성인","일반","20","관리자","참가","20250502","F"
"1","사하","청소년","출장","14","관리자","1등급","20250502","M"
"1","원주","성인","일반","37","관리자","1등급","20250502","F"
"1","사하","청소년","출장","15","관리자","참가","20250502","M"
"1","사하","청소년","출장","14","관리자","참가","20250502","M"
"2","구미","성인","일반","20","관리자","3등급","20250502","M"
"2","계룡","성인","일반","20","관리자","1등급","20250502","F"
"1","동구(광주)","유소년","출장","12","관리자","참가","20250502","M"
"1","동구(광주)","유소년","출장","11","관리자","2등급","20250502","M"
"1","서구(대전)","성인","출장","34","관리자","참가","20250502","F"
"1","KSPO송파","성인","일반","40","관리자","참가","20250502","M"
"2","강북","성인","일반","49","관리자","참가","20250502","F"
"1","서구(대전)","성인","출장","29","관리자","참가","20250502","M"
"1","서구(대전)","성인","출장","27","관리자","참가","20250502","M"
"1","서대문","성인","일반","54","관리자","3등급","20250502","M"
"1","서대문","성인","일반","52","관리자","참가","20250502","F"
"1","KSPO아산","성인","일반","39","관리자","참가","20250502","M"
"1","수원","성인","일반","45","관리자","참가","20250502","M"
"1","군산","성인","일반","28","관리자","2등급","20250502","F"
"1","고양","성인","일반","19","관리자","참가","20250502","M"
"1","천안","청소년","일반","18","관리자","1등급","20250502","M"
"1","성동","성인","일반","20","관리자","2등급","20250502","M"
"3","동해","성인","일반","19","관리자","3등급","20250502","M"
"1","영동","성인","일반","20","관리자","3등급","20250502","M"
"3","양평","성인","일반","20","관리자","2등급","20250502","M"
"1","군산","성인","일반","29","관리자","3등급","20250502","M"
"3","KSPO송파","성인","일반","20","관리자","참가","20250502","M"
"2","강북","어르신","일반","65","관리자","2등급","20250502","M"
"1","안동","성인","일반","24","관리자","참가","20250502","M"
"1","사하","청소년","출장","14","관리자","3등급","20250502","M"
"1","KSPO광주","성인","일반","22","관리자","참가","20250502","F"
"1","수원","성인","일반","25","관리자","참가","20250502","M"
"1","김천","성인","일반","20","관리자","2등급","20250502","F"
"1","포천","성인","일반","19","관리자","1등급","20250502","M"
"2","정읍","성인","일반","20","관리자","3등급","20250502","M"
"1","제주","성인","일반","24","관리자","2등급","20250502","F"
"1","진천","성인","일반","34","관리자","3등급","20250502","F"
"1","중구(서울)","성인","일반","31","관리자","2등급","20250502","M"
"3","나주","성인","일반","33","관리자","1등급","20250502","M"
"1","중구(서울)","성인","일반","24","관리자","참가","20250502","M"
"1","사천","성인","일반","21","관리자","참가","20250502","M"
"1","고양","성인","일반","26","관리자","3등급","20250502","F"
"2","광주","어르신","일반","68","관리자","참가","20250502","F"
"2","동구(광주)","유소년","출장","11","관리자","3등급","20250502","M"
"2","동구(광주)","유소년","출장","11","관리자","참가","20250502","F"
"1","동구(광주)","유소년","출장","11","관리자","참가","20250502","F"
"5","중구(서울)","성인","일반","30","관리자","참가","20250502","M"
"4","수원","어르신","일반","68","관리자","2등급","20250502","F"
"1","동작","성인","일반","19","관리자","2등급","20250502","F"
"1","동구(광주)","유소년","출장","11","관리자","1등급","20250502","F"
"2","안동","성인","일반","58","관리자","1등급","20250502","M"
"1","영동","청소년","일반","18","관리자","3등급","20250502","M"
"3","김천","성인","일반","19","관리자","2등급","20250502","F"
"2","고양","성인","일반","26","관리자","3등급","20250502","F"
"5","동구(광주)","청소년","일반","18","관리자","참가","20250502","M"
"1","부천","성인","일반","29","관리자","3등급","20250502","M"
"1","영동","성인","일반","34","관리자","참가","20250502","F"
"1","영동","성인","일반","19","관리자","3등급","20250502","M"
"1","수원","성인","일반","32","관리자","2등급","20250502","F"
"1","영동","성인","일반","50","관리자","1등급","20250502","M"
"9","부천","어르신","일반","73","관리자","1등급","20250502","F"
"1","고양","성인","일반","21","관리자","참가","20250502","M"
"2","경산","성인","일반","21","관리자","참가","20250502","M"
"1","나주","성인","일반","42","관리자","3등급","20250502","M"
"1","진천","성인","일반","60","관리자","2등급","20250502","M"
"1","KSPO대구","성인","일반","56","관리자","2등급","20250502","M"
"1","강북","성인","일반","60","관리자","3등급","20250502","M"
"1","보은","청소년","일반","18","관리자","3등급","20250502","M"
"1","서대문","성인","일반","60","관리자","참가","20250502","F"
"2","영주","청소년","일반","18","관리자","참가","20250502","F"
"2","북구(광주)","유소년","출장","12","관리자","참가","20250502","M"
"1","포천","성인","일반","35","관리자","3등급","20250502","F"
"1","북구(광주)","유소년","출장","12","관리자","참가","20250502","M"
"1","진천","성인","일반","20","관리자","2등급","20250502","F"
"1","세종","청소년","일반","18","관리자","2등급","20250502","M"
"1","창원","성인","일반","22","관리자","2등급","20250502","F"
"3","KSPO송파별관(어르신)","어르신","일반","75","관리자","1등급","20250502","M"
"2","KSPO아산","성인","일반","54","관리자","참가","20250502","F"
"1","포천","청소년","일반","18","관리자","참가","20250502","M"
"1","북구(광주)","유소년","출장","11","관리자","참가","20250502","M"
"1","북구(광주)","유소년","출장","11","관리자","참가","20250502","F"
"2","영주","성인","일반","19","관리자","참가","20250502","M"
"2","북구(광주)","유소년","출장","11","관리자","참가","20250502","F"
"1","포천","성인","일반","60","관리자","2등급","20250502","M"
"2","북구(광주)","유소년","출장","11","관리자","참가","20250502","M"
"1","수원","성인","일반","31","관리자","2등급","20250502","M"
"2","달서","성인","일반","56","관리자","참가","20250502","F"
"2","KSPO대구","성인","일반","28","관리자","2등급","20250502","M"
"1","고양","성인","일반","24","관리자","3등급","20250502","F"
"1","사하","청소년","출장","14","관리자","3등급","20250502","M"
"1","KSPO대구","성인","일반","62","관리자","참가","20250502","M"
"1","북구(광주)","유소년","출장","11","관리자","2등급","20250502","M"
"1","북구(광주)","유소년","출장","11","관리자","3등급","20250502","F"
"3","영주","성인","일반","19","관리자","참가","20250502","M"
"1","북구(광주)","유소년","출장","11","관리자","2등급","20250502","F"
"1","영동","청소년","일반","18","관리자","참가","20250502","M"
"1","북구(광주)","유소년","출장","11","관리자","참가","20250502","M"
"1","북구(광주)","유소년","출장","11","관리자","참가","20250502","M"
"2","KSPO송파","성인","일반","21","관리자","3등급","20250502","M"
"1","계룡","성인","일반","30","관리자","1등급","20250502","M"
"1","북구(광주)","유소년","출장","11","관리자","3등급","20250502","M"
"3","영주","성인","일반","19","관리자","참가","20250502","M"
"1","마포","성인","일반","23","관리자","2등급","20250502","F"
"1","북구(광주)","유소년","출장","11","관리자","참가","20250502","M"
"1","북구(광주)","유소년","출장","11","관리자","참가","20250502","M"
"1","북구(광주)","유소년","출장","11","관리자","참가","20250502","M"
"2","북구(광주)","유소년","출장","11","관리자","참가","20250502","M"
"2","영주","청소년","일반","18","관리자","3등급","20250502","F"
"2","북구(광주)","유소년","출장","11","관리자","참가","20250502","M"
"1","진천","성인","일반","29","관리자","3등급","20250502","M"
"1","서대문","성인","일반","23","관리자","2등급","20250502","F"
"1","광주","성인","일반","55","관리자","2등급","20250502","M"
"3","김천","청소년","일반","18","관리자","3등급","20250502","M"
"2","청주","성인","일반","19","관리자","3등급","20250502","M"
"2","구미","성인","일반","20","관리자","참가","20250502","F"
"1","사하","청소년","출장","14","관리자","참가","20250502","M"
"1","남원","성인","일반","56","관리자","3등급","20250502","M"
"2","동구(광주)","유소년","출장","11","관리자","2등급","20250502","M"
"1","경산","청소년","일반","18","관리자","참가","20250502","M"
"1","동구(광주)","유소년","출장","11","관리자","3등급","20250502","F"
"2","동구(광주)","유소년","출장","12","관리자","참가","20250502","F"
"1","KSPO송파","성인","일반","57","관리자","3등급","20250502","F"
"1","경산","성인","일반","52","관리자","1등급","20250502","F"
"1","서구(대전)","성인","출장","60","관리자","1등급","20250502","F"
"2","동구(광주)","유소년","출장","12","관리자","3등급","20250502","M"
"5","KSPO송파별관(어르신)","어르신","일반","69","관리자","2등급","20250502","M"
"2","동구(광주)","유소년","출장","11","관리자","참가","20250502","M"
"2","청주","어르신","일반","76","관리자","1등급","20250502","M"
"3","순천","성인","일반","21","관리자","1등급","20250502","F"
"1","미추홀","성인","일반","60","관리자","참가","20250502","F"
"2","청주","성인","일반","58","관리자","참가","20250502","F"
"1","중구(서울)","성인","일반","27","관리자","참가","20250502","F"
"1","김천","성인","일반","19","관리자","참가","20250502","M"
"1","군산","성인","일반","36","관리자","참가","20250502","M"
"1","양평","성인","일반","38","관리자","참가","20250502","M"
"1","나주","성인","일반","35","관리자","3등급","20250502","M"
"1","KSPO광주","성인","일반","40","관리자","참가","20250502","M"
"1","서대문","성인","일반","46","관리자","참가","20250502","F"
"1","KSPO아산","성인","일반","40","관리자","3등급","20250502","F"
"1","태백","성인","일반","19","관리자","참가","20250502","M"
"1","진천","성인","일반","19","관리자","참가","20250502","M"
"1","계룡","성인","일반","56","관리자","2등급","20250502","M"
"1","서구(광주)","성인","일반","47","관리자","참가","20250502","F"
"1","안동","성인","일반","19","관리자","참가","20250502","M"
"3","서대문","성인","일반","24","관리자","참가","20250502","F"
"1","천안","성인","일반","19","관리자","참가","20250502","M"
"2","동구(광주)","유소년","출장","12","관리자","2등급","20250502","F"
"1","KSPO아산","성인","일반","28","관리자","2등급","20250502","M"
"14","KSPO대구","성인","일반","31","관리자","2등급","20250502","M"
"1","북구(광주)","유소년","출장","11","관리자","3등급","20250502","M"
"1","계룡","어르신","일반","66","관리자","참가","20250502","M"
"1","강북","성인","일반","21","관리자","참가","20250502","M"
"2","영암","청소년","출장","14","관리자","참가","20250502","F"
"1","서대문","성인","일반","58","관리자","3등급","20250502","F"
"1","서대문","성인","일반","21","관리자","참가","20250502","M"
"3","KSPO송파별관(어르신)","어르신","일반","74","관리자","1등급","20250502","M"
"6","군산","성인","일반","19","관리자","2등급","20250502","M"
"1","강북","성인","일반","60","관리자","1등급","20250502","M"
"1","화성","성인","일반","24","관리자","참가","20250502","F"
"1","KSPO대구","성인","일반","20","관리자","참가","20250502","M"
"1","KSPO대구","청소년","일반","18","관리자","참가","20250502","M"
"1","KSPO대구","청소년","일반","18","관리자","참가","20250502","M"
"1","중구(서울)","성인","일반","43","관리자","참가","20250502","F"
"4","삼척","성인","출장","29","관리자","3등급","20250502","M"
"1","달서","성인","일반","55","관리자","참가","20250502","F"
"4","청주","성인","일반","21","관리자","3등급","20250502","F"
"1","스포원(금정)","성인","일반","32","관리자","1등급","20250502","M"
"1","안동","성인","일반","27","관리자","3등급","20250502","M"
"1","고양","성인","일반","37","관리자","참가","20250502","F"
"1","강북","성인","일반","22","관리자","2등급","20250502","M"
"1","중구(서울)","성인","일반","35","관리자","2등급","20250502","M"
"1","진천","성인","일반","62","관리자","참가","20250502","F"
"1","계룡","청소년","일반","18","관리자","3등급","20250502","F"
"2","중구(서울)","성인","일반","20","관리자","3등급","20250502","F"
"1","계룡","청소년","일반","18","관리자","참가","20250502","F"
"1","서대문","성인","일반","19","관리자","1등급","20250502","M"
"1","KSPO송파별관(어르신)","어르신","일반","67","관리자","1등급","20250502","M"
"1","동해","성인","일반","28","관리자","참가","20250502","M"
"2","동해","성인","일반","32","관리자","2등급","20250502","F"
"1","계룡","성인","일반","34","관리자","1등급","20250502","F"
"1","동해","성인","일반","60","관리자","1등급","20250502","F"
"1","중구(서울)","성인","일반","19","관리자","3등급","20250502","F"
"3","삼척","성인","출장","33","관리자","참가","20250502","M"
"1","창원마산회원","성인","일반","50","관리자","참가","20250502","M"
"1","성동","성인","일반","19","관리자","참가","20250502","M"
"1","남구(울산)","어르신","일반","70","관리자","참가","20250502","M"
"1","KSPO송파","성인","일반","63","관리자","참가","20250502","M"
"1","양평","성인","일반","20","관리자","3등급","20250502","M"
"1","부천","성인","일반","44","관리자","참가","20250502","M"
"1","창원","성인","일반","25","관리자","3등급","20250502","F"
"1","KSPO송파","성인","일반","25","관리자","참가","20250502","F"
"1","서대문","성인","일반","64","관리자","3등급","20250502","F"
"1","수원","성인","일반","30","관리자","2등급","20250502","F"
"1","창원마산회원","성인","일반","25","관리자","2등급","20250502","M"
"1","북구(광주)","성인","일반","20","관리자","참가","20250502","F"
"1","계룡","청소년","일반","18","관리자","2등급","20250502","M"
"1","서대문","성인","일반","23","관리자","참가","20250502","F"
"1","성남","성인","일반","24","관리자","3등급","20250502","F"
"1","서대문","성인","일반","38","관리자","참가","20250502","M"
"1","세종","성인","일반","29","관리자","참가","20250502","F"
"1","진천","성인","일반","21","관리자","3등급","20250502","M"
"1","오산","성인","일반","42","관리자","2등급","20250502","M"
"1","창원마산회원","성인","일반","39","관리자","3등급","20250502","M"
"4","삼척","성인","출장","29","관리자","참가","20250502","M"
"1","사천","성인","일반","38","관리자","1등급","20250502","M"
"1","창원마산회원","성인","일반","20","관리자","참가","20250502","F"
"1","창원마산회원","성인","일반","44","관리자","참가","20250502","M"
"1","창원마산회원","성인","일반","19","관리자","3등급","20250502","M"
"1","화성","성인","일반","20","관리자","참가","20250502","F"
"1","사천","성인","일반","54","관리자","3등급","20250502","M"
"3","삼척","성인","출장","33","관리자","1등급","20250502","M"
"1","목포","성인","일반","62","관리자","참가","20250502","M"
"2","화성","성인","일반","20","관리자","2등급","20250502","M"
"1","남구(울산)","어르신","일반","65","관리자","참가","20250502","M"
"2","광주","어르신","일반","78","관리자","3등급","20250502","M"
"3","KSPO송파별관(어르신)","어르신","일반","67","관리자","2등급","20250502","F"
"4","오산","성인","일반","28","관리자","3등급","20250502","M"
"2","화성","성인","일반","23","관리자","2등급","20250502","M"
"1","북구(광주)","유소년","출장","12","관리자","참가","20250502","M"
"3","중구(서울)","성인","일반","30","관리자","참가","20250502","M"
"3","영암","청소년","출장","15","관리자","3등급","20250502","F"
"3","영암","청소년","출장","15","관리자","참가","20250502","F"
"2","영암","청소년","출장","16","관리자","2등급","20250502","M"
"2","화성","성인","일반","61","관리자","2등급","20250502","M"
"1","사하","청소년","출장","15","관리자","참가","20250502","M"
"2","동구(광주)","유소년","출장","11","관리자","3등급","20250502","F"
"2","동구(광주)","유소년","출장","12","관리자","2등급","20250502","F"
"1","영암","유소년","출장","12","관리자","참가","20250502","M"
"5","화성","성인","일반","42","관리자","2등급","20250502","M"
"3","영암","청소년","출장","17","관리자","3등급","20250502","M"
"2","양평","성인","일반","37","관리자","참가","20250502","M"
"1","영암","청소년","출장","15","관리자","참가","20250502","M"
"2","영암","청소년","출장","17","관리자","참가","20250502","F"
"3","영암","청소년","출장","16","관리자","참가","20250502","M"
"1","영암","청소년","출장","17","관리자","참가","20250502","F"
"3","영암","청소년","출장","17","관리자","참가","20250502","M"
"2","영암","청소년","출장","18","관리자","2등급","20250502","F"
"1","창원마산회원","어르신","일반","66","관리자","참가","20250502","M"
"3","충주","성인","일반","20","관리자","2등급","20250502","M"
"2","창원","성인","일반","27","관리자","참가","20250502","F"
"2","삼척","성인","출장","56","관리자","3등급","20250502","M"
"3","삼척","성인","출장","52","관리자","참가","20250502","M"
"4","삼척","성인","출장","32","관리자","참가","20250502","M"
"1","청주","성인","일반","42","관리자","참가","20250502","M"
"1","무안","성인","일반","19","관리자","2등급","20250502","M"
"1","동구(광주)","유소년","출장","12","관리자","3등급","20250502","M"
"1","동구(광주)","유소년","출장","11","관리자","참가","20250502","F"
"1","동구(광주)","유소년","출장","11","관리자","3등급","20250502","F"
"1","동구(광주)","유소년","출장","12","관리자","2등급","20250502","M"
"1","정읍","성인","일반","30","관리자","참가","20250502","M"
"1","동구(광주)","유소년","출장","11","관리자","참가","20250502","M"
"1","동구(광주)","유소년","출장","11","관리자","3등급","20250502","F"
"1","사하","청소년","출장","14","관리자","참가","20250502","M"
"1","사하","청소년","출장","15","관리자","참가","20250502","M"
"1","사하","청소년","출장","14","관리자","참가","20250502","M"
"1","사하","청소년","출장","15","관리자","참가","20250502","M"
"1","사하","청소년","출장","15","관리자","3등급","20250502","M"
"4","KSPO광주","성인","일반","28","관리자","2등급","20250502","M"
