MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DAY,SEXDSTN_FLAG_CD,MESURE_IEM_001_VALUE,MESURE_IEM_002_VALUE,MESURE_IEM_003_VALUE,MESURE_IEM_004_VALUE,MESURE_IEM_005_VALUE,MESURE_IEM_006_VALUE,MESURE_IEM_007_VALUE,MESURE_IEM_008_VALUE,MESURE_IEM_009_VALUE,MESURE_IEM_010_VALUE,MESURE_IEM_012_VALUE,MESURE_IEM_013_VALUE,MESURE_IEM_014_VALUE,MESURE_IEM_015_VALUE,MESURE_IEM_016_VALUE,MESURE_IEM_017_VALUE,MESURE_IEM_018_VALUE,MESURE_IEM_019_VALUE,MESURE_IEM_020_VALUE,MESURE_IEM_021_VALUE,MESURE_IEM_022_VALUE,MESURE_IEM_023_VALUE,MESURE_IEM_024_VALUE,MESURE_IEM_025_VALUE,MESURE_IEM_026_VALUE,MESURE_IEM_027_VALUE,MESURE_IEM_028_VALUE,MESURE_IEM_029_VALUE,MESURE_IEM_030_VALUE,MESURE_IEM_031_VALUE,MESURE_IEM_032_VALUE,MESURE_IEM_033_VALUE,MESURE_IEM_034_VALUE,MESURE_IEM_035_VALUE,MESURE_IEM_036_VALUE,MESURE_IEM_037_VALUE,MESURE_IEM_038_VALUE,MESURE_IEM_039_VALUE,MESURE_IEM_040_VALUE,MESURE_IEM_041_VALUE,MESURE_IEM_042_VALUE,MESURE_IEM_043_VALUE,MESURE_IEM_044_VALUE,MESURE_IEM_050_VALUE,MESURE_IEM_051_VALUE,MESURE_IEM_052_VALUE
"1","서구(대전)","어르신","일반","73","관리자","2등급","20241209","M","171.5","66.1","22",,"86","145","36.1","37.9",,,"8.5",,,,,,"22.5",,,,,"29",,"105","5.06","20.13","57.3",,,,,,,,,,,,,,,,,,,"37.9"
"2","수원","성인","일반","62","관리자","참가","20241209","M","163.8","69.6","33.1","88","78","144","42","45.8",,,"7",,,,,,"25.9","17",,"12.2","150",,,,,,"65.8",,,,,,,,"106","36.9",,,,,,,,,,
"2","서구(대전)","어르신","일반","72","관리자","참가","20241209","M","170","75.1","24.4",,"65","145","40.3","34.6",,,"-2.2",,,,,,"26.0",,,,,"30",,"124","4.67","19.41","53.7",,,,,,,,,,,,,,,,,,,"40.3"
"1","수원","성인","일반","19","관리자","3등급","20241209","M","176.3","78.9","18.1","85","44","122","39.8","45.1",,,"8.1",,,,,,"25.4","55",,,"179",,,,,,"57.2",,,,,,,,"95","48.0",,,"0.471",,,,,,,
"3","동구(광주)","성인","일반","19","관리자","2등급","20241209","M","172","69.3","17","70","73","126","35.9","42.6",,,"11.3",,,,,,"23.4","65","53","9.65","230",,,,,,"61.5",,"45.7",,,,,,,,,,,,,,,,,
"1","포천","성인","일반","19","관리자","참가","20241209","M","183.5","111.3","27.7","98","64","126","48.1","62.5",,,"20.8",,,,,,"33.1","42","43","9.9","204",,,,,,"56.2",,"37.0",,,,,,,,,,,,,,,,,
"1","청주","성인","일반","30","관리자","참가","20241209","F","176.8","63.6","29.2","82.3","66","122","25","25.3",,,"3",,,,,,"20.3","1",,,"155",,,,,,"39.8",,,"99","133","157",,"35.3",,,,,"0.396",,,,,,,
"1","KSPO대구","성인","일반","19","관리자","2등급","20241209","M","173.5","57.3","6.9","74","85","136","38","38.9",,,"18.6",,,,,,"19.0","52","62",,"257",,,,,,"67.9",,"49.5",,,,,,,,,,"0.328",,,,,,,
"1","원주","청소년","일반","18","관리자","2등급","20241209","M","175.5","69.8","16.3","79","48","115","44.9","45.3","55",,"16.7","18.97","0.564","49.466","11","49.972","22.7",,,,,,,,,,"64.9",,,"68","94","109",,"51.3",,,,,,,,,,,,
"1","정읍","성인","일반","21","관리자","3등급","20241209","M","171.9","71.7","20.4",,"63","129","40.7","47.9",,,"18.6",,,,,,"24.3","47","53",,,,,,,,"66.8",,"45.2",,,,,,,,,,"0.352","0.594",,,,,,
"1","KSPO대구","성인","일반","19","관리자","2등급","20241209","M","175.3","66.4","9.8","70","61","106","43.4","49.8",,,"14.6",,,,,,"21.6","55","52",,"287",,,,,,"75.0",,"45.8",,,,,,,,,,"0.365",,,,,,,
"2","청주","성인","일반","19","관리자","3등급","20241209","M","174.7","74.6","16.1","81.8","75","139","50.5","46.8",,,"12.7",,,,,,"24.4","45","47","10.4","231",,,,,,"67.7",,"43.5",,,,,,,,,,,,,,,,,
"1","남원","성인","일반","20","관리자","3등급","20241209","M","171.7","71.1","16.4","86.1","77","134","66.6","66.3",,,"19.4",,,,,,"24.1","44",,,,,,,,,"93.7",,,,,,,,"125","44.7",,,"0.333","0.577",,,,,,
"1","서초","성인","일반","64","관리자","참가","20241209","M","176.0","68.6","21.8","78.6","91","157","37.5","42.2",,,"-0.5",,,,,,"22.1","4","17","13.99","175",,,,,,"61.5",,"33.7",,,,,,,,,,,,,,,,,
"8","성동","성인","일반","23","관리자","참가","20241209","F","173","59","29",,"71","110","19.8","22.6",,,"4.5",,,,,,"19.7","17",,,,,,,,,"38.3",,,,,,,,"142","35.0",,,"0.293","0.477",,,,,,
"2","안산","성인","일반","19","관리자","2등급","20241209","M","176.2","69.2","13.9","76.0","55","125","51.7","47",,,"12.0",,,,,,"22.3","48",,"9.69",,,,,,,"74.7",,,,,,,,"125","45.8",,,,"0.684",,,,,,
"1","동작","성인","일반","20","관리자","2등급","20241209","M","168.8","69.7","22","82","79","133","41.4","45",,,"11.9",,,,,,"24.5","55",,,"224",,,,,,"64.6",,,,,,,,"98","48.8",,,"0.281",,,,,,,
"1","계룡","성인","일반","19","관리자","참가","20241209","M","173.4","77.3","28.6",,"98","131","38.7","42.8",,,"-0.7",,,,,,"25.7","29",,,,,,,,,"55.4",,,,,,,,"119","44.6",,,"0.435","0.547",,,,,,
"1","충주","청소년","일반","18","관리자","참가","20241209","M","175.9","74.7","21.1","84","72","117","46.3","51.8","21",,"8","19.87","0.546","44.427","7","44.749","24.1",,"47",,,,,,,,"69.3",,"43.1",,,,,,,,,,,,,,,,,
"2","동작","성인","일반","20","관리자","2등급","20241209","M","173.9","68.5","13.4","73.2","52","121","50.6","50",,,"17.5",,,,,,"22.7","48",,,,,,,,,"73.9",,,"99","124","131",,"49.3",,,,,"0.305","0.638",,,,,,
"4","충주","청소년","일반","18","관리자","참가","20241209","M","173.6","71.3","19.7","78","87","130","43.7","47.8","27",,"4.3","17.52","0.592","39.765","14","40.409","23.7",,"48",,,,,,,,"67.0",,"43.5",,,,,,,,,,,,,,,,,
"2","강북","어르신","일반","65","관리자","참가","20241209","M","162.9","59.50","22.8","76.7","98","138","34.1","39.2",,,"10.6",,,,,,"22.4",,,,,"30",,"89","4.3","18.8","65.9",,,,,,,,,,,,,,,,,,,"39.2"
"1","순천","성인","일반","59","관리자","3등급","20241209","M","171.3","68.9","25.2","84.2","85","145","35.1","37.8",,,"19.3",,,,,,"23.5","32",,,"151",,,,,,"54.9",,,,,,,,"82","41.9",,,"0.386",,,,,,,
"4","KSPO송파별관(어르신)","어르신","일반","75","관리자","2등급","20241209","M","170.8","74","31.9",,"75","153","38.2","35.6",,,"3.2",,,,,,"25.4",,,,,"23",,"112","5.86","21","51.6",,,,,,,,,,,,,,,,,,,"38.2"
"1","세종","청소년","일반","18","관리자","2등급","20241209","M","175.4","78.1","22.8","91","86","136","49.6","52.2","43",,"13.8","17.24","0.663","46.195","5","46.425","25.4",,"54",,,,,,,,"66.8",,"43.8",,,,,,,,,,,,,,,,,
"2","화성","성인","일반","19","관리자","1등급","20241209","M","175.3","76.1","16.6",,"83","131","48","51.8",,,"18.2",,,,,,"24.8","55",,,"231",,,,,,"68.1",,,"59","84","99","125","53.4",,,,,"0.342",,,,,,,
"1","계룡","청소년","일반","18","관리자","3등급","20241209","M","181.6","66.6","12.7",,"72","127","40","45.5",,"49","10.7","16.29","0.677","45.004","15","45.694","20.2",,"40",,,,,,,,"68.3",,"43.8",,,,,,,,,,,,,,,,,
"1","수원","청소년","일반","18","관리자","참가","20241209","M","176.3","89.3","33.4","102","73","142","36.7","46.5",,"53","4","18.68","0.512","35.477","6","35.753","28.7",,,,,,,,,,"52.1",,,"116","150","164",,"40.5",,,,,,,,,,,,
"4","수원","성인","일반","21","관리자","참가","20241209","M","183.1","107.4","29.5","99","57","138","56.5","61",,,"2.7",,,,,,"32.0","32","42","11.3","197",,,,,,"56.8",,"37.2",,,,,,,,,,,,,,,,,
"1","경산","성인","일반","19","관리자","참가","20241209","M","167.7","74.7","29.7","85","76","123","32.4","35.7",,,"11.2",,,,,,"26.6","29",,,,,,,,,"47.8",,,"88","127","141",,"45.9",,,,,"0.399","0.530",,,,,,
"2","북구(광주)","성인","일반","19","관리자","3등급","20241209","M","180.8","69.7","13.4","78.4","75","150","48.1","55.9",,,"11.6",,,,,,"21.3","45","71","12.00","225",,,,,,"80.2",,"49.7",,,,,,,,,,,,,,,,,
"6","고양","어르신","일반","71","관리자","2등급","20241209","F","153.4","60.5","34",,"73","134","22.4","22.4",,,"23",,,,,,"25.7",,,,,"25",,"97","5.93","21.90","37.0",,,,,,,,,,,,,,,,,,,"22.4"
"1","오산","성인","일반","19","관리자","참가","20241209","M","174.3","81.5","29.4","94.6","88","141","38.9","42.2",,,"3.7",,,,,,"26.8","30",,,"220",,,,,,"51.8",,,,,,,,"109","45.2",,,"0.294",,,,,,,
"3","진천","성인","일반","23","관리자","3등급","20241209","M","181.3","74.4","17.8","78","80","142","30","39.3",,,"7.5",,,,,,"22.6","45",,"10.55",,,,,,,"52.8",,,,,,,,"116","45.3",,,,"0.599",,,,,,
"1","청주","성인","일반","21","관리자","참가","20241209","F","167.3","60.5","32.9","79","71","118","26.3","28.3",,,"-10.4",,,,,,"21.6","22",,,,,,,,,"46.8",,,,,,,,"145","34.1",,,"0.400","0.428",,,,,,
"1","동구(광주)","성인","일반","20","관리자","참가","20241209","M","172.3","70.2","21.8","78","76","131","35.6","37",,,"21.2",,,,,,"23.6","53","36",,"235",,,,,,"52.7",,"41.5",,,,,,,,,,"0.267",,,,,,,
"1","오산","성인","일반","21","관리자","참가","20241209","M","174.4","69.2","15.5","81.2","84","145","48","44.4",,,"12.5",,,,,,"22.8","53","36",,"210",,,,,,"69.4",,"41.5",,,,,,,,,,"0.340",,,,,,,
"1","서구(광주)","성인","일반","51","관리자","3등급","20241209","F","161.4","62.3","34.4","84","91","149","25","29.7",,,"18.3",,,,,,"23.9","14",,,"144",,,,,,"47.7",,,,,,,,"130","29.4",,,"0.405",,,,,,,
"1","순천","성인","일반","62","관리자","2등급","20241209","M","179.1","75.4","21.1","88.3","75","155","42.6","42.8",,,"10.2",,,,,,"23.5","34","27",,"181",,,,,,"56.8",,"35.1",,,,,,,,,,"0.351",,,,,,,
"2","사천","어르신","일반","73","관리자","2등급","20241209","M","159.7","66.9","29.9","86.9","84","152","36.2","35.8",,,"4.8",,,,,,"26.2",,,,,"28",,"111","4.16","19.22","54.1",,,,,,,,,,,,,,,,,,,"36.2"
"2","서초","성인","일반","30","관리자","2등급","20241209","F","164.5","53.6","35.2","73.5","42","99","22.9","25.9",,,"18.7",,,,,,"19.8","29",,,,,,,,,"48.3",,,,,,,,"119","37.0",,,"0.356","0.428",,,,,,
"5","남원","성인","일반","23","관리자","참가","20241209","M","183","126.4","32.6","130.7","88","131","52.5","54.5",,,"-10.1",,,,,,"37.7","22","11",,"186",,,,,,"43.1",,"27.0",,,,,,,,,,"0.496",,,,,,,
"1","KSPO아산(출장)","성인","출장","59","관리자","3등급","20241209","M","172.9","63.2","16.8",,"82","137","39.6","38.4",,,"17.5",,,,,,"21.1","27",,,,,,,,,"62.7",,,,,,,,"100","40.7",,,"0.372","0.445",,,,,,
"1","KSPO아산(출장)","성인","출장","39","관리자","참가","20241209","M","178.4","87.1","21.2",,"77","126","58.9","60.3",,,"5.8",,,,,,"27.4","28",,,,,,,,,"69.2",,,,,,,,"85","42.9",,,"0.353","0.489",,,,,,
"1","중구(서울)","성인","일반","62","관리자","참가","20241209","M","173.3","68.7","24.5","87.7","60","113","34.9","36.4",,,"-4.3",,,,,,"22.9","19",,,"154",,,,,,"53.0",,,"99","129","150","175","33.3",,,,,"0.365",,,,,,,
"1","연제","성인","일반","19","관리자","참가","20241209","M","170.5","68.7","11.5","81","74","125","37.2","35.4",,,"-3.4",,,,,,"23.6","40",,,,,,,,,"54.1",,,"94","117","129",,"48.6",,,,,"0.409","0.512",,,,,,
"1","포항","성인","일반","19","관리자","참가","20241209","M","181","58.5","13",,"95","145","43.2","45",,,"24.5",,,,,,"17.9","52","34",,"244",,,,,,"76.9",,"42.6",,,,,,,,,,"0.282",,,,,,,
"2","달서","성인","일반","19","관리자","참가","20241209","M","173.6","66.06","16.6","78.6","78","107","35.9","36",,,"6.3",,,,,,"21.9","34",,,"181",,,,,,"54.5",,,,,,,,"139","44.2",,,"0.301",,,,,,,
"1","동구(인천)","성인","일반","19","관리자","3등급","20241209","F","162","51.8","22.7",,"56","111","22.4","29",,,"11.9",,,,,,"19.7","25","26","13.22","163",,,,,,"56.0",,"36.1",,,,,,,,,,,,,,,,,
"1","포항","성인","일반","19","관리자","3등급","20241209","M","160.9","60.4","20",,"79","133","37.5","38.8",,,"15.9",,,,,,"23.3","53","43",,"217",,,,,,"64.2",,"44.9",,,,,,,,,,"0.214",,,,,,,
"1","서구(대전)","성인","일반","44","관리자","참가","20241209","F","174","65.6","28.9",,"71","112","23.6","27",,,"-9",,,,,,"21.7","9",,,"136",,,,,,"41.2",,,"91","134","156",,"32.6",,,,,"0.381",,,,,,,
"3","정읍","성인","일반","25","관리자","참가","20241209","M","175.2","111.9","42.7",,"92","151","44.9","50.6",,,"-3",,,,,,"36.5","39","2","13.12","143",,,,,,"45.2",,"27.0",,,,,,,,,,,,,,,,,
"1","KSPO아산(출장)","성인","출장","37","관리자","3등급","20241209","F","164.6","61.7","30.5",,"82","128","32.3","33.6",,,"23",,,,,,"22.8","23",,,,,,,,,"54.5",,,,,,,,"115","34.3",,,"0.394","0.451",,,,,,
"2","화성","성인","일반","19","관리자","참가","20241209","M","182.3","79","19.3",,"69","125","33.9","42.9",,,"15.6",,,,,,"23.8","41",,,,,,,,,"54.3",,,"89","118","131",,"47.3",,,,,"0.374","0.552",,,,,,
"1","달서","성인","일반","21","관리자","참가","20241209","M","180.5","66","14.9","77.7","72","115","35","39.1",,,"6.3",,,,,,"20.3","41","45",,"190",,,,,,"59.2",,"44.0",,,,,,,,,,"0.333",,,,,,,
"3","달서","어르신","일반","65","관리자","3등급","20241209","M","170.3","71.48","24.7","88.1","90","132","34.9","35.7",,,"11.8",,,,,,"24.6",,,,,"27",,"122","5.37","19.61","49.9",,,,,,,,,,,,,,,,,,,"35.7"
"4","KSPO송파별관(어르신)","어르신","일반","67","관리자","2등급","20241209","M","165.2","52.5","17",,"75","125","33","33.7",,,"13",,,,,,"19.2",,,,,"32",,"119","4.5","17.24","64.2",,,,,,,,,,,,,,,,,,,"33.7"
"1","KSPO송파","성인","일반","63","관리자","참가","20241209","F","163.7","54.5","20","72.5","72","139","24.1","25",,,"8.5",,,,,,"20.3","24",,,,,,,,,"45.9",,,,,,,,"86","34.7",,,"0.494","0.392",,,,,,
"1","KSPO송파별관(어르신)","어르신","일반","72","관리자","2등급","20241209","M","156.8","54.7","30.9",,"84","155","26.5","28.2",,,"10",,,,,,"22.2",,,,,"25",,"127","6.21","22.88","51.6",,,,,,,,,,,,,,,,,,,"28.2"
"1","순천","성인","일반","19","관리자","참가","20241209","M","181.9","78.2","27.1","97.2","90","130","41.6","39.5",,,"-15.8",,,,,,"23.6","25",,,"216",,,,,,"53.2",,,"85","104","116","150","48.9",,,,,"0.391",,,,,,,
"1","KSPO아산(출장)","성인","출장","22","관리자","3등급","20241209","F","171.8","58.7","19.1",,"64","111","36.1","41.1",,,"18.5",,,,,,"19.9","43",,,,,,,,,"70.0",,,,,,,,"114","38.6",,,"0.439","0.435",,,,,,
"3","경산","성인","일반","19","관리자","참가","20241209","M","172.5","89.2","30","93","87","170","39.3","46.9",,,"4.8",,,,,,"30.0","38","40",,,,,,,,"52.6",,"39.7",,,,,,,,,,"0.347","0.546",,,,,,
"2","천안","성인","일반","20","관리자","3등급","20241209","M","169","51.1","14.2",,"82","141","28.5","33.6",,,"19.2",,,,,,"17.9","44",,,"243",,,,,,"65.8",,,,,,,,"114","50.6",,,"0.301",,,,,,,
"1","화성","어르신","일반","70","관리자","1등급","20241209","M","158.6","57","21.1",,"79","108","33.5","35.1",,,"12.2",,,,,,"22.7",,,,,"33",,"127","3.9","17","61.6",,,,,,,,,,,,,,,,,,,"35.1"
"1","KSPO아산(출장)","성인","출장","24","관리자","참가","20241209","M","174.0","87.2","27.4",,"74","139","44.2","41.4",,,"8.5",,,,,,"28.8","45",,,,,,,,,"50.7",,,,,,,,"115","41.8",,,"0.301","0.548",,,,,,
"1","사천","성인","일반","19","관리자","참가","20241209","M","171.9","81","32","98.4","77","124","40.1","43.9",,,"7",,,,,,"27.4","44","21","11.3","209",,,,,,"54.2",,"36.5",,,,,,,,,,,,,,,,,
"1","성남","성인","일반","20","관리자","참가","20241209","M","171.9","55.9","18.6",,"71","130","31.2","32.2",,,"7.7",,,,,,"18.9","26","38",,,,,,,,"57.6",,"44.1",,,,,,,,,,"0.344","0.515",,,,,,
"1","안동","성인","일반","60","관리자","3등급","20241209","M","173.4","81.1","24.9","90","66","108","47.4","52.3",,,"2.4",,,,,,"27.0","27",,"13.54","180",,,,,,"64.5",,,"81","101","122","161","33.4",,,,,,,,,,,,
"2","제주","성인","일반","41","관리자","참가","20241209","F","159.5","80.7","43.2","101","95","155","27.4","28.4",,,"17.1",,,,,,"31.7","10","6","13","141",,,,,,"35.2",,"24.4",,,,,,,,,,,,,,,,,
"2","성남","성인","일반","20","관리자","3등급","20241209","M","184.6","66.0","14.7",,"71","130","39.4","50.2",,,"17.5",,,,,,"19.4","54","45",,,,,,,,"76.1",,"44.0",,,,,,,,,,"0.348","0.554",,,,,,
"2","KSPO대구","성인","일반","26","관리자","참가","20241209","F","164.4","52.2","23","71","67","136","23.8","25.6",,,"6.3",,,,,,"19.3","39",,"13","170",,,,,,"49.0",,,,,,,,"140","35.6",,,,,,,,,,
"2","동구(광주)","성인","일반","20","관리자","2등급","20241209","M","171.2","62.1","16.6","66","79","124","40.3","45.6",,,"20.8",,,,,,"21.2","49","53","9.3","260",,,,,,"73.4",,"46.7",,,,,,,,,,,,,,,,,
"3","제주","성인","일반","19","관리자","참가","20241209","F","154.8","45.9","31","72","78","121","20.6","18.1",,,"4.5",,,,,,"19.2","2","10","14.3","119",,,,,,"44.9",,"32.0",,,,,,,,,,,,,,,,,
"2","스포원(금정)","성인","일반","30","관리자","2등급","20241209","M","172.9","68.5","16.1",,"84","142","47.9","49.8",,,"19",,,,,,"22.9","46","62","9.3","229",,,,,,"72.7",,"47.0",,,,,,,,,,,,,,,,,
"1","스포원(금정)","성인","일반","19","관리자","참가","20241209","M","176.8","67.8","11.5",,"89","153","43.7","52.3",,,"2.9",,,,,,"21.7","44","41","10.2","219",,,,,,"77.1",,"43.0",,,,,,,,,,,,,,,,,
"4","부천","성인","일반","19","관리자","참가","20241209","M","173.9","73.5","16.9",,"72","129","56.5","50.5",,,"3.5",,,,,,"24.3","58",,,"232",,,,,,"76.9",,,"83","97","110","127","52.5",,,,,"0.277",,,,,,,
"2","삼척","성인","출장","24","관리자","참가","20241209","M","173.6","74.4","21.7",,"82","131","30.8","43.8",,,"13.0",,,,,,"24.7","30",,,,,,,,,"58.9",,,,,,,,"134","41.8",,,"0.417","0.522",,,,,,
"1","KSPO아산(출장)","성인","출장","24","관리자","참가","20241209","M","171.3","65.9","20",,"78","129","32.2","40.5",,,,,,,,,"22.5","37",,,,,,,,,"61.5",,,,,,,,"95","49.3",,,"0.352","0.537",,,,,,
"2","삼척","성인","출장","45","관리자","참가","20241209","F","148.5","53.2","41.5",,"82","126","28.6","28.9",,,"18.7",,,,,,"24.1","14",,,,,,,,,"54.3",,,,,,,,"110","33.9",,,"0.466","0.415",,,,,,
"2","양평","성인","일반","63","관리자","1등급","20241209","M","180.6","69.1","17.3",,"73","138","42.9","41.6",,,"12.3",,,,,,"21.2","32",,,"207",,,,,,"62.1",,,,,,,,"98","39.3",,,"0.341",,,,,,,
"5","성동","어르신","일반","70","관리자","2등급","20241209","M","163.3","60.8","24.7",,"76","140","33.3","36.5",,,"4.5",,,,,,"22.8",,,,,"34",,"119","4.26","18.08","60.0",,,,,,,,,,,,,,,,,,,"36.5"
"5","삼척","성인","출장","24","관리자","참가","20241209","M","177.4","69.2","19.7",,"78","124","38.9","42.6",,,"13.3",,,,,,"22.0","35",,,,,,,,,"61.6",,,,,,,,"105","47.6",,,"0.332","0.547",,,,,,
"1","KSPO아산(출장)","성인","출장","30","관리자","참가","20241209","F","166.2","76.9","36",,"81","121","26.4","29.6",,,"-18.8",,,,,,"27.8",,,,,,,,,,"38.5",,,,,,,,"148","27.9",,,"0.357","0.422",,,,,,
"2","삼척","성인","출장","21","관리자","참가","20241209","M","178.5","70.7","15.2",,"79","124","49.4","48.5",,,"-12.5",,,,,,"22.2","49",,,,,,,,,"69.9",,,,,,,,"92","50.0",,,"0.348","0.522",,,,,,
"1","삼척","성인","출장","24","관리자","참가","20241209","M","173.1","82.7","31.2",,"80","140","48.3","53.2",,,"12.0",,,,,,"27.6","35",,,,,,,,,"64.3",,,,,,,,"117","42.5",,,"0.424","0.479",,,,,,
"2","포항","성인","일반","48","관리자","3등급","20241209","M","175.8","66.7","19.6",,"93","151","39.7","41.3",,,"12.8",,,,,,"21.6","47",,,"190",,,,,,"61.9",,,,,,,,"134","37.8",,,"0.336",,,,,,,
"1","삼척","성인","출장","25","관리자","2등급","20241209","M","168.2","56.5","18.5",,"82","136","43.6","45.8",,,"13.2",,,,,,"20.0","48",,,,,,,,,"81.1",,,,,,,,"106","49.3",,,"0.317","0.529",,,,,,
"2","삼척","성인","출장","24","관리자","참가","20241209","M","170.7","71.8","31.5",,"82","117","35.8","45.8",,,"-16.7",,,,,,"24.6","24",,,,,,,,,"63.8",,,,,,,,"130","42.8",,,"0.356","0.532",,,,,,
"1","달서","성인","일반","19","관리자","2등급","20241209","M","172","66.66","14.8","80.4","82","122","39.6","48.3",,,"11.9",,,,,,"22.5","53",,,"241",,,,,,"72.5",,,,,,,,"117","47.2",,,"0.355",,,,,,,
"1","삼척","성인","출장","19","관리자","3등급","20241209","M","172.1","65.6","18.9",,"87","139","41.7","42.7",,,"7.9",,,,,,"22.1","47",,,,,,,,,"65.1",,,,,,,,"121","46.8",,,"0.390","0.696",,,,,,
"3","KSPO대구","성인","일반","36","관리자","3등급","20241209","M","181.9","82.3","15.9","84","76","133","53.8","58.2",,,"7.2",,,,,,"24.9","52","44","10.6","247",,,,,,"70.7",,"40.1",,,,,,,,,,,,,,,,,
"1","청주","성인","일반","21","관리자","참가","20241209","F","165.5","52.3","26.5","76","65","120","25.8","30.8",,,"16.6",,,,,,"19.1","20",,,"130",,,,,,"58.9",,,,,,,,"154","34.9",,,"0.319",,,,,,,
"1","KSPO아산(출장)","성인","출장","28","관리자","참가","20241209","F","160.7","51.5","32.7",,"73","121","25","25.9",,,"-1.4",,,,,,"19.9","11",,,,,,,,,"50.3",,,,,,,,"155","33.2",,,"0.351","0.416",,,,,,
"1","삼척","성인","출장","19","관리자","참가","20241209","M","171.8","60.7","23.5",,"91","140","37.5","41.7",,,"2.7",,,,,,"20.6","38",,,,,,,,,"68.7",,,,,,,,"136","45.7",,,"0.506","0.489",,,,,,
"1","청주","성인","일반","21","관리자","참가","20241209","F","165.8","61.5","35.6","84.1","66","117","27.1","28.8",,,"15.9",,,,,,"22.4","7",,,"152",,,,,,"46.8",,,,,,,,"120","36.8",,,"0.405",,,,,,,
"1","서초","성인","일반","63","관리자","1등급","20241209","M","162.7","58.6","18.4","74.6","73","125","40.3","41.2",,,"20.2",,,,,,"22.1","40",,,,,,,,,"70.3",,,,,,,,"118","37.3",,,"0.355","0.501",,,,,,
"1","정읍","성인","일반","63","관리자","참가","20241209","M","169.4","67.7","27.6",,"71","140","37.1","39.9",,,"0.9",,,,,,"23.6","8","2","14.98","187",,,,,,"58.9",,"30.5",,,,,,,,,,,,,,,,,
"2","삼척","성인","출장","23","관리자","3등급","20241209","F","158.9","59.2","34.0",,"93","145","29.8","33.5",,,"28.4",,,,,,"23.4","30",,,,,,,,,"56.6",,,,,,,,"134","34.6",,,"0.389","0.465",,,,,,
"1","KSPO아산(출장)","성인","출장","27","관리자","참가","20241209","F","155.2","35.8","21",,"52","104","18.8","16.3",,,"11.5",,,,,,"14.9","17",,,,,,,,,"52.5",,,,,,,,,,,,"0.452","0.391",,,,,,
"3","삼척","성인","출장","19","관리자","참가","20241209","M","173.8","65.7","19.6",,"87","133","36.1","37.8",,,"3.7",,,,,,"21.8","44",,,,,,,,,"57.5",,,,,,,,"97","50.5",,,"0.322","0.634",,,,,,
"4","삼척","성인","출장","23","관리자","참가","20241209","M","177.5","78.2","20.6",,"75","149","45.5","50.9",,,"-0.6",,,,,,"24.8","58",,,,,,,,,"65.1",,,,,,,,"106","45.7",,,"0.399","0.529",,,,,,
"2","삼척","성인","출장","20","관리자","참가","20241209","M","176.6","80.4","25.5",,"70","97","46.1","49.5",,,"-11.4",,,,,,"25.8","43",,,,,,,,,"61.6",,,,,,,,"109","45.4",,,"0.472","0.541",,,,,,
"1","삼척","성인","출장","19","관리자","참가","20241209","M","178.1","86.1","28.9",,"81","138","39.4","41.5",,,"4.8",,,,,,"27.1","41",,,,,,,,,"48.2",,,,,,,,"112","44.1",,,"0.564","0.563",,,,,,
"2","세종","청소년","일반","18","관리자","2등급","20241209","M","165.3","82.3","17.1","82.6","64","123","46.9","55.8",,"63","14.5","17.26","0.700","39.064","6","39.340","30.1",,"60",,,,,,,,"67.8",,"42.5",,,,,,,,,,,,,,,,,
"1","삼척","성인","출장","19","관리자","참가","20241209","M","171.1","59.1","14.7",,"86","130","52.9","57.7",,,"24.9",,,,,,"20.2","38",,,,,,,,,"97.6",,,,,,,,"110","49.8",,,"0.377","0.612",,,,,,
"1","화성","성인","일반","22","관리자","3등급","20241209","M","178.3","86.3","17.1",,"84","153","45.9","46",,,"15",,,,,,"27.1","60",,"10.1","235",,,,,,"53.3",,,,,,,,"101","44.9",,,,,,,,,,
"2","삼척","성인","출장","19","관리자","참가","20241209","M","169.1","64.5","24.8",,"66","117","37.8","47.2",,,"-8.8",,,,,,"22.6","0",,,,,,,,,"73.2",,,,,,,,"103","49.5",,,"0.486","0.492",,,,,,
"6","오산","어르신","일반","70","관리자","3등급","20241209","F","152.6","54.6","39","78.6","74","125","22.4","18.8",,,"12.1",,,,,,"23.4",,,,,"31",,"118","4.75","18.56","41.0",,,,,,,,,,,,,,,,,,,"22.4"
"3","계룡","성인","일반","21","관리자","참가","20241209","M","172.0","74.8","25.1",,"71","129","39.3","44.1",,,"5.0",,,,,,"25.3","68",,"9.87","231",,,,,,"59.0",,,,,,,,"73","51.3",,,,,,,,,,
"1","중구(서울)","성인","일반","30","관리자","2등급","20241209","M","169.5","73.9","17.0","78.5","90","132","42.9","46.1",,,"16.5",,,,,,"25.7","56",,,,,,,,,"62.4",,,"87","111","118","159","45.0",,,,,"0.339","0.582",,,,,,
"1","동구(인천)","성인","일반","22","관리자","참가","20241209","M","165.4","72.5","24.3",,"66","120","30.9","31",,,"5.3",,,,,,"26.5","27",,,,,,,,,"42.8",,,"99","129","147",,"43.2",,,,,"0.476","0.534",,,,,,
