MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DE,MVM_PRSCRPTN_CN,SEXDSTN_FLAG_CD
"1","정읍","성인","일반","19","관리자","참가","20250102","준비운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭 / 본운동:윗몸올리기 ,엎드려 버티기,사다리 안팎 뛰기,앉았다 일어서면서 점프하기 / 정리운동:걷기,달리기,실내 자전거타기,트레드밀에서 걷기","M"
"1","서구(광주)","성인","일반","51","관리자","2등급","20250102","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,하지 루틴 스트레칭2 / 정리운동:전신 루틴 스트레칭","F"
"2","서대문","성인","일반","32","관리자","3등급","20250102","준비운동:넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭,하지 루틴 스트레칭1 / 본운동:윗몸 말아 올리기,엎드려서 다리 차올리기,윗몸올리기 ,짐볼 윗몸올리기 / 정리운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,하지 루틴 스트레칭1","M"
"3","강북","성인","일반","54","관리자","참가","20250102","준비운동:트레드밀에서 걷기,테이블 이용하여 팔 옆으로 벌리기 / 본운동:상지 루틴 스트레칭,전신 루틴 스트레칭 / 정리운동:실내 자전거타기","F"
"1","증평","성인","일반","21","관리자","참가","20250102","본운동:걷기,달리기,윗몸 말아 올리기,엎드려 버티기,누워서 다리 들어올리기,누워서 엉덩이 들어올리기,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,엉덩이 스트레칭,넙다리 뒤쪽 스트레칭","F"
"2","마포","성인","일반","20","관리자","3등급","20250102","준비운동:상지 루틴 스트레칭","M"
"1","동작","성인","일반","57","관리자","참가","20250102","준비운동:가슴/어깨 앞쪽 스트레칭,허리 스트레칭,배스트레칭,테이블 이용하여 팔 들어 올리기 / 본운동:엎드려 버티기,옆으로 누워 버티기,앉았다 일어서기,실내 자전거타기,트레드밀에서 걷기 / 정리운동:엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭","F"
"1","강북","성인","일반","59","관리자","참가","20250102","준비운동:전신 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭 / 본운동:엎드려 버티기,팔굽혀펴기,걷기 / 정리운동:하지 루틴 스트레칭2,전신 루틴 스트레칭","F"
"1","중구(서울)","어르신","일반","69","관리자","참가","20250102","준비운동:엉덩이 스트레칭 / 본운동:고정식 트레드밀에서 걷기,고정식 자전거 타기,의자 이용 중심 잡기 루틴 운동 / 정리운동:대퇴사두근 스트레칭,종아리 스트레칭","M"
"1","오산","어르신","일반","66","관리자","참가","20250102","준비운동:의자잡고 후방으로 무릎 굽혀 들기 / 본운동:덤벨 잡고 뒤꿈치 들기,앉아서 뒤로 당기기,앉아서 당겨 내리기,앉아서 가슴 모으기","M"
"2","서구(대전)","성인","일반","20","관리자","참가","20250102","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:윗몸 말아 올리기,엎드려 버티기,매달려서 다리 들기 / 정리운동:넙다리 뒤쪽 스트레칭,하지 루틴 스트레칭1,전신 루틴 스트레칭","M"
"1","서초","성인","일반","21","관리자","참가","20250102","준비운동:걷기 / 본운동:왕복달리기,달리기,맨몸운동  루틴프로그램,웨이트 트레이닝  루틴프로그램 / 정리운동:정적 스트레칭  루틴프로그램","M"
"1","서구(대전)","성인","일반","19","관리자","참가","20250102","준비운동:걷기 / 본운동:누워서 배가로근 수축 I,누워서 배가로근 수축 II,턱걸이,누워서 덤벨 모아들기 / 정리운동:넙다리 안쪽 스트레칭,하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"1","서구(광주)","성인","일반","19","관리자","참가","20250102","준비운동:전신 루틴 스트레칭 / 본운동:넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭 / 정리운동:하지 루틴 스트레칭1,상지 루틴 스트레칭","M"
"7","충주","성인","일반","60","관리자","3등급","20250102","준비운동:목 스트레칭,유산소 운동 전 동적 루틴 스트레칭,자가근막이완술 루틴 스트레칭 / 본운동:엎드려 버티기,누워서 엉덩이 들어올리기,네발기기 자세로 팔 다리 들기,네발기기 자세에서 손바닥으로 바닥밀기 / 정리운동:배스트레칭,넙다리 뒤쪽 스트레칭,하지 루틴 스트레칭2,전신 루틴 스트레칭","F"
"1","KSPO송파","성인","일반","61","관리자","3등급","20250102","준비운동:넙다리 뒤쪽 스트레칭,하지 루틴 스트레칭1,하지 루틴 스트레칭2","M"
"9","신안","성인","일반","62","관리자","2등급","20250102","본운동:스텝퍼 뛰어서 오르내리기,스텝퍼 뛰어서 넘어가기,스텝퍼 올라가서 점프하여 착지하기","M"
"2","KSPO송파","성인","일반","42","관리자","3등급","20250102","준비운동:진자운동","M"
"1","춘천","성인","일반","53","관리자","참가","20250102","준비운동:전신 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭,자가근막이완술 루틴 스트레칭 / 본운동:달리기,실내 자전거타기,줄넘기,수영,맨몸운동  루틴프로그램,웨이트 트레이닝  루틴프로그램,저항밴드 운동  루틴프로그램,계단 두 칸씩 뛰기","F"
"2","마포","어르신","일반","69","관리자","1등급","20250102","준비운동:목 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:걷기,덤벨 잡고 앉았다 일어서기,바벨 잡고 들어올리기,앉아서 다리 펴기 / 정리운동:허리 스트레칭,배스트레칭,엉덩이 스트레칭,넙다리 뒤쪽 스트레칭","F"
"1","남구(부산)","성인","일반","22","관리자","2등급","20250102","준비운동:맨몸운동  루틴프로그램,웨이트 트레이닝  루틴프로그램","M"
"1","서초","어르신","일반","78","관리자","참가","20250102","준비운동:거북이 스트레칭 / 본운동:꼬리를 떼어요,점핑점핑해요,알을 낳아요 / 정리운동:흔들어 체조","F"
"2","동작","어르신","일반","74","관리자","3등급","20250102","준비운동:어깨 스트레칭,몸통 비틀기,옆구리 스트레칭,고정식 트레드밀에서 걷기 / 본운동:덤벨 잡고 앉았다 일어서기,앉아서 몸통 움츠리기,앉아서 팔꿈치 굽히기,의자 이용 중심 잡기 루틴 운동,고정식 트레드밀에서 걷기,고정식 자전거 타기,스텝박스 오르내리기  / 정리운동:스텝박스 오르내리기 ,물속에서 걷기,대퇴이두근 스트레칭,대퇴사두근 스트레칭,척추 스트레칭","M"
"1","동작","어르신","일반","70","관리자","1등급","20250102","준비운동:목 스트레칭,가슴 스트레칭,팔꿈치 맞닿아 원그리기,등/어깨 뒤쪽 스트레칭 / 본운동:탄력밴드 걸고 서기,탄력밴드 전방으로 당기기,탄력밴드 측면으로 당기기,스텝박스 오르내리기 ,물통으로 양팔 들어올리기,밴드 머리 뒤로 들어올리기 / 정리운동:어깨 스트레칭,골반 스트레칭,가슴/어깨 스트레칭,회전근개 스트레칭","F"
"1","서구(대전)","성인","일반","25","관리자","참가","20250102","준비운동:전신 루틴 스트레칭 / 본운동:한발 서서 균형잡기,윗몸 말아 올리기,엎드려 버티기,계단 올라갔다 내려오기 / 정리운동:전신 루틴 스트레칭","M"
"1","창원","성인","일반","19","관리자","3등급","20250102","준비운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭","M"
"5","달서","성인","일반","19","관리자","3등급","20250102","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:누워서 배가로근 수축 I,누워서 배가로근 수축 II,턱걸이,누워서 덤벨 모아들기 / 정리운동:넙다리 안쪽 스트레칭,하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"1","달서","성인","일반","19","관리자","3등급","20250102","준비운동:전신 루틴 스트레칭 / 본운동:넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭 / 정리운동:하지 루틴 스트레칭1,상지 루틴 스트레칭","M"
"2","고양","어르신","일반","75","관리자","참가","20250102","준비운동:대퇴사두근 스트레칭,종아리 스트레칭,내전근 스트레칭,대퇴사두근 스트레칭 / 본운동:비복근 스트레칭,골반 스트레칭2,넙다리 앞쪽 스트레칭","M"
"1","고양","성인","일반","21","관리자","참가","20250102","준비운동:넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,하지 루틴 스트레칭1,하지 루틴 스트레칭2","M"
"1","무안","성인","일반","60","관리자","참가","20250102","준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:턱걸이,매달려서 다리 들기,윗몸 말아 올리기 / 정리운동:넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,배스트레칭","M"
"2","동구(광주)","청소년","일반","18","관리자","참가","20250102","준비운동:나비자세,발목 돌리기,발 끝 당기기,왜가리 자세 / 본운동:조깅,자전거타기,줄넘기 운동,손 뻗어 윗몸 일으키기,맨몸운동  루틴프로그램","F"
"2","사상","성인","일반","19","관리자","참가","20250102","준비운동:유산소 운동 전 동적 루틴 스트레칭,옆구리 스트레칭 / 본운동:윗몸올리기 ,엎드려 버티기,옆으로 누워 버티기,누워서 다리 들어올리기,달리기,실내 자전거타기 / 정리운동:전신 루틴 스트레칭","M"
"2","중구(서울)","어르신","일반","65","관리자","2등급","20250102","준비운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭","M"
"4","중구(서울)","어르신","일반","65","관리자","2등급","20250102","준비운동:목 스트레칭,가슴 스트레칭,등/어깨 뒤쪽 스트레칭 / 본운동:탄력밴드 전방으로 당기기,탄력밴드 후방으로 당기기,탄력밴드 측면으로 당기기,탄력밴드 후방 측면으로 당기기,고정식 트레드밀에서 걷기,고정식 자전거 타기,스텝박스,스텝박스 오르내리기 ,앉아서 다리 펴기,엎드려서 다리 굽히기 ,밴드 걸고 엎드려서 다리 구부리기,밴드 걸고 누워서 다리 들어올리기 / 정리운동:회전근개 스트레칭,골반 스트레칭,가슴/어깨 스트레칭,회전근개 스트레칭","F"
"1","서대문","어르신","일반","65","관리자","참가","20250102","준비운동:전신 루틴 스트레칭 / 본운동:벽에서 팔굽혀 펴기,서서 뒤꿈치 들기,스텝박스 / 정리운동:발목 얹고 다리 잡아당기기,하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭","F"
"1","서대문","성인","일반","19","관리자","3등급","20250102","준비운동:전신 루틴 스트레칭 / 본운동:허리 굽혀 덤벨 들기,손목 펴기/굽히기,서서 균형잡기 / 정리운동:전신 루틴 스트레칭","F"
"1","창원","성인","일반","19","관리자","3등급","20250102","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,허리 스트레칭,배스트레칭 / 본운동:턱걸이,앉아서 당겨 내리기,바벨 끌어당기기,앉아서 뒤로 당기기 / 정리운동:엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭","M"
"1","안동","성인","일반","19","관리자","참가","20250102","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:누워서 배가로근 수축 I,턱걸이,누워서 덤벨 모아들기,달리기,스텝퍼 옆으로 뛰어넘기 / 정리운동:하지 루틴 스트레칭1,상지 루틴 스트레칭","M"
"1","사상","성인","일반","28","관리자","참가","20250102","준비운동:상지 루틴 스트레칭,하지 루틴 스트레칭2,넙다리 뒤쪽 스트레칭 / 본운동:달리기,계단 올라갔다 내려오기,앉았다 일어서기,몸통 옆으로 굽히기,윗몸올리기 ,엎드려 버티기","M"
"1","안동","성인","일반","19","관리자","참가","20250102","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:실외 자전거타기,누워서 배가로근 수축 II,팔벌려뛰기,허리 굽혀 덤벨 들기,버피운동 / 정리운동:전신 루틴 스트레칭","M"
"2","사천","성인","일반","26","관리자","참가","20250102","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:엎드려 버티기,앉았다 일어서기,팔굽혀펴기,트레드밀에서 걷기,수영 / 정리운동:전신 루틴 스트레칭","F"
"2","사천","성인","일반","24","관리자","참가","20250102","준비운동:가슴/어깨 앞쪽 스트레칭,허리 스트레칭,배스트레칭,하지 루틴 스트레칭1 / 본운동:앉았다 일어서기,바벨 끌어당기기,앉아서 위로 밀기,달리기 / 정리운동:달리기,트레드밀에서 걷기,계단 뛰어 오르기,수영","M"
"2","오산","성인","일반","19","관리자","참가","20250102","준비운동:목 스트레칭,아래 팔 스트레칭,테이블 이용하여 팔 들어 올리기 / 본운동:걷기,달리기,턱걸이,엎드려서 균형잡기,윗몸 말아 올리기,윗몸올리기  / 정리운동:허리 스트레칭,배스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭","M"
"8","강북","어르신","일반","71","관리자","2등급","20250102","준비운동:종아리 스트레칭,내전근 스트레칭,대퇴사두근 스트레칭 / 본운동:발가락 폄근 스트레칭,비복근 스트레칭,골반 스트레칭2,넙다리 앞쪽 스트레칭","M"
"7","강북","어르신","일반","67","관리자","2등급","20250102","준비운동:어깨 스트레칭,몸통 비틀기,고관절 스트레칭 / 본운동:벽에서 팔굽혀 펴기,다리로 짐볼 들어올리기,엎드려 양팔 및 다리 들어올리기,서서 다리로 탄력밴드 당겨 중심 잡기 루틴 운동,두발모아 걷기 / 정리운동:목 돌림 스트레칭,골반 스트레칭,몸통 비틀기,회전근개 스트레칭","M"
"1","오산","성인","일반","60","관리자","3등급","20250102","준비운동:목 스트레칭,유산소 운동 전 동적 루틴 스트레칭,자가근막이완술 루틴 스트레칭,옆으로 누워서팔 앞으로 당기기 / 본운동:엎드려 버티기,누워서 엉덩이 들어올리기,네발기기 자세로 팔 다리 들기,네발기기 자세에서 손바닥으로 바닥밀기 / 정리운동:배스트레칭,넙다리 뒤쪽 스트레칭,하지 루틴 스트레칭2,전신 루틴 스트레칭","F"
"1","오산","청소년","일반","18","관리자","3등급","20250102","준비운동:목 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:걷기,실내 자전거타기,트레드밀에서 걷기,계단 올라갔다 내려오기 / 정리운동:허리 스트레칭,엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭","M"
"2","KSPO송파","성인","일반","26","관리자","1등급","20250102","준비운동:계단 두발 뛰기,계단 한발 뛰기","F"
"1","진천","성인","일반","63","관리자","참가","20250102","준비운동:전신 루틴 스트레칭 / 본운동:엎드려 버티기,앉았다 일어서기,누워서 덤벨 들어올리기 / 정리운동:전신 루틴 스트레칭","M"
"7","성남","어르신","일반","72","관리자","참가","20250102","준비운동:어깨 스트레칭,몸통 비틀기,고관절 스트레칭 / 본운동:고정식 트레드밀에서 걷기,고정식 자전거 타기,스텝박스 오르내리기 ,물속에서 걷기 / 정리운동:대퇴이두근 스트레칭,엉덩이 스트레칭,대퇴사두근 스트레칭,종아리 스트레칭","M"
"2","서초","성인","일반","57","관리자","참가","20250102","준비운동:걷기 / 본운동:엎드려 무릎 연속 차기,윗몸 일으키기,버피 테스트 / 정리운동:정적 스트레칭  루틴프로그램","M"
"1","KSPO송파","성인","일반","50","관리자","참가","20250102","준비운동:진자운동","M"
"1","KSPO송파별관(어르신)","어르신","일반","65","관리자","2등급","20250102","본운동:고정식 트레드밀에서 걷기,고정식 자전거 타기,스텝박스,아쿠아로빅 / 정리운동:하지 루틴 스트레칭1,상지 루틴 스트레칭","M"
"2","KSPO송파별관(어르신)","어르신","일반","67","관리자","참가","20250102","본운동:균형 걷기,조깅,앞굽이 앉았다 일어서기,하지 루틴 스트레칭1","M"
"1","창원","성인","일반","55","관리자","3등급","20250102","준비운동:걷기,달리기,계단 뛰어 오르기,수영","M"
"2","서구(대전)","성인","일반","19","관리자","3등급","20250102","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,허리 스트레칭,배스트레칭 / 본운동:엎드려 버티기,옆으로 누워 버티기,앉았다 일어서기 / 정리운동:엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭","M"
"1","춘천","어르신","일반","69","관리자","2등급","20250102","준비운동:전신 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭,자가근막이완술 루틴 스트레칭 / 본운동:바벨 잡고 들어올리기,덤벨 잡고 뒤꿈치 들기,앉아서 뒤로 당기기,앉아서 어깨 위로 밀기","F"
"1","스포원(금정)","성인","일반","30","관리자","3등급","20250102","준비운동:허리 스트레칭,배스트레칭,옆구리 스트레칭,엉덩이 스트레칭 / 본운동:짐볼 윗몸올리기,소파를 이용한 윗몸올리기,엎드려 버티기,옆으로 누워 버티기 / 정리운동:허리 스트레칭,배스트레칭,옆구리 스트레칭,엉덩이 스트레칭","M"
"1","중구(서울)","성인","일반","21","관리자","참가","20250102","준비운동:넙다리 뒤쪽 스트레칭,하지 루틴 스트레칭1 / 본운동:한발 서서 균형잡기,발등굽힘/발바닥굽힘,누워서 배가로근 수축 I","M"
"3","영주","어르신","일반","75","관리자","1등급","20250102","준비운동:전신 루틴 스트레칭 / 본운동:앉아서 엉덩관절 굽히기,서서 뒤꿈치 들기 / 정리운동:전신 루틴 스트레칭","F"
"1","중구(서울)","성인","일반","47","관리자","참가","20250102","본운동:턱걸이,앉았다 일어서기,옆으로 누워 버티기,벽에서 팔굽혀 펴기,걷기,달리기,실내 자전거타기,수영","F"
"1","서대문","성인","일반","29","관리자","참가","20250102","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:엎드려 버티기,앉았다 일어서기,누워서 덤벨 들어올리기,서서 바벨 위로 밀기 / 정리운동:하지 루틴 스트레칭2,전신 루틴 스트레칭","F"
"1","안산","성인","일반","19","관리자","참가","20250102","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:윗몸올리기 ,엎드려 버티기,옆으로 누워 버티기,누워서 다리 들어올리기,달리기 / 정리운동:전신 루틴 스트레칭","M"
"1","춘천","성인","일반","20","관리자","2등급","20250102","준비운동:전신 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭,자가근막이완술 루틴 스트레칭 / 본운동:달리기,실내 자전거타기,줄넘기,수영,맨몸운동  루틴프로그램,웨이트 트레이닝  루틴프로그램,저항밴드 운동  루틴프로그램,계단 두 칸씩 뛰기","M"
"7","KSPO송파별관(어르신)","어르신","일반","66","관리자","1등급","20250102","준비운동:어깨 스트레칭,마주 앉아 대퇴이두근 스트레칭 / 본운동:고정식 트레드밀에서 걷기,고정식 자전거 타기,스텝박스,스텝박스 오르내리기 ,좌우로 선넘기,앞뒤로 선넘기,발바닥 치기 / 정리운동:대퇴이두근 스트레칭2,엉덩이 스트레칭,대퇴사두근 스트레칭,엉덩이 스트레칭2","M"
"1","중구(서울)","성인","일반","58","관리자","참가","20250102","준비운동:전신 루틴 스트레칭,짐볼을 이용한 동적 루틴 스트레칭,자가근막이완술 루틴 스트레칭 / 본운동:실내 자전거타기,트레드밀에서 걷기,앉았다 일어서기,엎드려 버티기,윗몸 말아 올리기,누워서 다리 들어올리기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,자가근막이완술 루틴 스트레칭","F"
"3","서대문","성인","일반","59","관리자","1등급","20250102","준비운동:전신 루틴 스트레칭 / 본운동:앉았다 일어서기,윗몸올리기 ,누워서 다리 들어올리기 / 정리운동:전신 루틴 스트레칭","M"
"1","서초","청소년","일반","18","관리자","참가","20250102","준비운동:동적 스트레칭 루틴프로그램 / 본운동:버피 테스트,맨몸운동  루틴프로그램,크런치 사이클,조깅 / 정리운동:정적 스트레칭  루틴프로그램,상체 앞으로 숙이기","M"
"4","KSPO송파별관(어르신)","어르신","일반","65","관리자","2등급","20250102","본운동:고정식 자전거 타기,스텝박스 오르내리기 ,수영","M"
"1","중구(서울)","성인","일반","58","관리자","2등급","20250102","준비운동:자가근막이완술 루틴 스트레칭 / 본운동:매달려서 다리 들기,고정한 상태에서 덤벨 들고 팔꿈치 굽히기,윗몸 말아 올리기,앉았다 일어서기,스텝퍼 오르내리기 / 정리운동:전신 루틴 스트레칭,달리기,계단 올라갔다 내려오기","F"
"3","영주","어르신","일반","69","관리자","2등급","20250102","준비운동:고정식 트레드밀에서 걷기,고정식 자전거 타기,스텝박스 오르내리기  / 본운동:의자 잡고 후방으로 한발 뻗어 들기,의자잡고 후방으로 무릎 굽혀 들기,의자 잡고 전방으로 무릎 굽혀 들기,의자 이용 중심 잡기 루틴 운동","F"
"1","부천","성인","일반","20","관리자","3등급","20250102","준비운동:전신 루틴 스트레칭 / 본운동:누워서 다리 들어올리기 / 정리운동:수영","F"
"1","화성","성인","일반","19","관리자","참가","20250102","준비운동:허리 스트레칭,배스트레칭 / 본운동:매달려서 다리 들기,윗몸 말아 올리기,뛰어 내렸다가 바로 점프하기,사다리 안팎 뛰기 / 정리운동:배스트레칭,하지 루틴 스트레칭2","F"
"1","증평","성인","일반","55","관리자","1등급","20250102","본운동:스텝퍼 뛰어서 오르내리기,앉았다 일어서면서 점프하기,팔벌려뛰기,버피운동","F"
"6","영주","어르신","일반","69","관리자","3등급","20250102","준비운동:어깨 스트레칭,마주 앉아 대퇴이두근 스트레칭2,고관절 스트레칭,가슴 스트레칭 / 본운동:덤벨 잡고 앉았다 일어서기,덤벨 잡고 뒤꿈치 들기,앉아서 어깨 위로 밀기,짐볼에서 윗몸 일으키기 / 정리운동:고정식 자전거 타기,아쿠아로빅,수영","F"
"1","증평","성인","일반","60","관리자","참가","20250102","본운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,엉덩이 스트레칭,넙다리 뒤쪽 스트레칭","M"
"1","화성","성인","일반","20","관리자","참가","20250102","준비운동:걷기,달리기,실외 자전거타기,실내 자전거타기 / 본운동:줄넘기,계단 올라갔다 내려오기,계단 뛰어 오르기,수영 / 정리운동:엉덩관절 회전하기,물당기기/밀기,옆구리늘리기,물누르기/올리기","M"
"1","부천","성인","일반","36","관리자","참가","20250102","준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭 / 본운동:한발 앞으로 내밀고 앉았다 일어서기,의자에 한 다리 올리고 앉앗다 일어서기,의자에 앉아 다리 뻗어 올리기,실내 자전거타기,트레드밀에서 걷기 / 정리운동:허리 스트레칭,배스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭","F"
"5","북구(광주)","성인","일반","19","관리자","참가","20250102","준비운동:등/어깨 뒤쪽 스트레칭,하지 루틴 스트레칭1,상지 루틴 스트레칭 / 본운동:앉았다 일어서기,매달려서 다리 들기,윗몸올리기 ,누워서 하늘 자전거,실내 자전거타기 / 정리운동:엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭","M"
"3","서구(광주)","성인","일반","56","관리자","1등급","20250102","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,하지 루틴 스트레칭2 / 정리운동:전신 루틴 스트레칭","F"
