MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DE,MBER_SEXDSTN_FLAG_CD
"1","스포원(금정)","청소년","일반","18","관리자","참가","20250701","M"
"3","스포원(금정)","성인","일반","53","관리자","5등급","20250701","F"
"4","스포원(금정)","성인","일반","19","관리자","6등급","20250701","F"
"1","스포원(금정)","성인","일반","55","관리자","1등급","20250701","M"
"3","KSPO대구(출장B)","어르신","출장","82","관리자","5등급","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","87","관리자","3등급","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","86","관리자","2등급","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","85","관리자","5등급","20250701","F"
"2","KSPO대구(출장B)","어르신","출장","86","관리자","5등급","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","76","관리자","5등급","20250701","F"
"2","KSPO대구(출장B)","어르신","출장","88","관리자","6등급","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","77","관리자","6등급","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","84","관리자","2등급","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","73","관리자","6등급","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","82","관리자","5등급","20250701","M"
"2","KSPO대구(출장B)","어르신","출장","84","관리자","5등급","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","81","관리자","2등급","20250701","M"
"2","KSPO대구(출장B)","어르신","출장","70","관리자","5등급","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","76","관리자","5등급","20250701","F"
"2","KSPO대구(출장B)","어르신","출장","77","관리자","6등급","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","80","관리자","참가","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","84","관리자","5등급","20250701","F"
"2","KSPO대구(출장B)","어르신","출장","87","관리자","참가","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","84","관리자","3등급","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","73","관리자","5등급","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","85","관리자","1등급","20250701","M"
"2","KSPO대구(출장B)","어르신","출장","77","관리자","5등급","20250701","M"
"3","KSPO대구(출장B)","어르신","출장","91","관리자","참가","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","86","관리자","참가","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","71","관리자","참가","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","75","관리자","참가","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","85","관리자","2등급","20250701","F"
"4","KSPO대구(출장B)","어르신","출장","94","관리자","5등급","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","78","관리자","5등급","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","88","관리자","3등급","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","74","관리자","5등급","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","86","관리자","5등급","20250701","F"
"3","KSPO대구(출장B)","어르신","출장","80","관리자","2등급","20250701","F"
"2","수원","성인","일반","19","관리자","2등급","20250701","F"
"5","수원","성인","일반","26","관리자","참가","20250701","M"
"1","수원","성인","일반","61","관리자","3등급","20250701","M"
"1","수원","어르신","일반","65","관리자","3등급","20250701","M"
"8","수원","어르신","일반","71","관리자","2등급","20250701","M"
"1","수원","성인","일반","23","관리자","참가","20250701","F"
"1","수원","성인","일반","19","관리자","6등급","20250701","M"
"1","수원","청소년","일반","18","관리자","3등급","20250701","F"
"3","수원","청소년","일반","18","관리자","3등급","20250701","M"
"2","수원","성인","일반","19","관리자","3등급","20250701","M"
"2","수원","성인","일반","24","관리자","참가","20250701","F"
"1","수원","성인","일반","22","관리자","참가","20250701","M"
"1","수원","성인","일반","49","관리자","5등급","20250701","F"
"1","수원","성인","일반","51","관리자","2등급","20250701","F"
"3","수원","성인","일반","30","관리자","5등급","20250701","M"
"1","수원","청소년","일반","17","관리자","2등급","20250701","F"
"1","수원","성인","일반","43","관리자","6등급","20250701","M"
"1","수원","성인","일반","20","관리자","참가","20250701","M"
"277","수원","성인","일반","19","관리자","참가","20250701","M"
"1","청주","성인","일반","29","관리자","참가","20250701","M"
"1","청주","성인","일반","28","관리자","참가","20250701","M"
"1","청주","성인","일반","37","관리자","3등급","20250701","F"
"1","청주","성인","일반","19","관리자","5등급","20250701","M"
"1","청주","성인","일반","19","관리자","참가","20250701","F"
"1","청주","성인","일반","25","관리자","참가","20250701","M"
"1","청주","성인","일반","19","관리자","5등급","20250701","M"
"2","청주","성인","일반","20","관리자","3등급","20250701","F"
"1","청주","청소년","일반","17","관리자","2등급","20250701","M"
"3","신안","어르신","일반","65","관리자","3등급","20250701","M"
"1","안동","성인","일반","19","관리자","참가","20250701","M"
"1","미추홀","유아기","일반","60","관리자","3등급","20250701","M"
"1","미추홀","성인","일반","28","관리자","1등급","20250701","F"
"1","미추홀","유아기","일반","58","관리자","참가","20250701","F"
"1","미추홀","유아기","일반","66","관리자","참가","20250701","F"
"1","미추홀","유아기","일반","64","관리자","3등급","20250701","F"
"1","미추홀","유아기","일반","71","관리자","참가","20250701","M"
"1","미추홀","유아기","일반","68","관리자","참가","20250701","M"
"1","미추홀","유아기","일반","78","관리자","3등급","20250701","M"
"1","미추홀","유아기","일반","68","관리자","참가","20250701","M"
"1","미추홀","유아기","일반","66","관리자","참가","20250701","F"
"1","미추홀","유아기","일반","70","관리자","2등급","20250701","F"
"1","미추홀","유아기","일반","64","관리자","참가","20250701","F"
"1","미추홀","유아기","일반","73","관리자","참가","20250701","M"
"1","미추홀","유아기","일반","57","관리자","참가","20250701","M"
"1","미추홀","유아기","일반","65","관리자","참가","20250701","M"
"10","남원","성인","일반","24","관리자","참가","20250701","M"
"3","남원","성인","일반","26","관리자","2등급","20250701","M"
"1","북구(광주)","성인","일반","28","관리자","3등급","20250701","M"
"2","북구(광주)","청소년","일반","18","관리자","6등급","20250701","F"
"1","북구(광주)","성인","일반","46","관리자","3등급","20250701","F"
"1","북구(광주)","청소년","일반","17","관리자","1등급","20250701","M"
"1","북구(광주)","성인","일반","52","관리자","3등급","20250701","F"
"3","북구(광주)","청소년","일반","18","관리자","5등급","20250701","M"
"1","양평","성인","일반","33","관리자","참가","20250701","M"
"4","양평","청소년","일반","18","관리자","3등급","20250701","F"
"1","양평","성인","일반","32","관리자","5등급","20250701","M"
"2","양평","성인","일반","40","관리자","3등급","20250701","M"
"2","양평","성인","일반","21","관리자","3등급","20250701","M"
"1","양평","성인","일반","29","관리자","참가","20250701","M"
"1","양평","성인","일반","28","관리자","6등급","20250701","M"
"1","양평","성인","일반","34","관리자","참가","20250701","M"
"1","양평","성인","일반","38","관리자","5등급","20250701","M"
"2","양평","성인","일반","21","관리자","3등급","20250701","M"
"1","김천","성인","일반","21","관리자","참가","20250701","F"
"3","김천","성인","일반","24","관리자","2등급","20250701","F"
"1","김천","성인","일반","34","관리자","5등급","20250701","M"
"2","KSPO아산","성인","일반","19","관리자","2등급","20250701","M"
"1","KSPO아산","성인","일반","48","관리자","참가","20250701","M"
"3","KSPO아산","성인","일반","24","관리자","3등급","20250701","F"
"1","KSPO아산","성인","일반","26","관리자","2등급","20250701","M"
"1","KSPO아산","성인","일반","47","관리자","3등급","20250701","M"
"3","KSPO아산","성인","일반","61","관리자","2등급","20250701","M"
"6","KSPO아산","성인","일반","22","관리자","참가","20250701","F"
"1","KSPO아산","청소년","일반","18","관리자","2등급","20250701","M"
"2","KSPO아산","성인","일반","20","관리자","5등급","20250701","F"
"1","KSPO아산","성인","일반","20","관리자","참가","20250701","M"
"1","KSPO아산","성인","일반","57","관리자","3등급","20250701","F"
"1","KSPO아산","성인","일반","27","관리자","참가","20250701","M"
"1","KSPO아산","성인","일반","57","관리자","6등급","20250701","F"
"1","KSPO아산","성인","일반","51","관리자","2등급","20250701","F"
"2","KSPO아산","성인","일반","19","관리자","참가","20250701","M"
"2","KSPO아산","성인","일반","20","관리자","2등급","20250701","M"
"1","KSPO아산","성인","일반","19","관리자","1등급","20250701","M"
"1","KSPO아산","성인","일반","19","관리자","3등급","20250701","M"
"1","강북","성인","일반","63","관리자","3등급","20250701","M"
"5","강북","성인","일반","64","관리자","2등급","20250701","M"
"1","강북","어르신","일반","72","관리자","참가","20250701","M"
"1","강북","성인","일반","57","관리자","참가","20250701","F"
"2","강북","성인","일반","24","관리자","5등급","20250701","F"
"1","강북","성인","일반","19","관리자","6등급","20250701","M"
"1","강북","어르신","일반","67","관리자","2등급","20250701","M"
"1","강북","성인","일반","20","관리자","3등급","20250701","F"
"2","강북","성인","일반","25","관리자","1등급","20250701","M"
"1","강북","어르신","일반","68","관리자","1등급","20250701","M"
"1","KSPO광주(출장)","어르신","출장","65","관리자","3등급","20250701","F"
"1","KSPO광주(출장)","어르신","출장","66","관리자","3등급","20250701","F"
"1","KSPO광주(출장)","어르신","출장","70","관리자","3등급","20250701","F"
"1","KSPO광주(출장)","어르신","출장","71","관리자","5등급","20250701","F"
"1","KSPO광주(출장)","어르신","출장","80","관리자","참가","20250701","F"
"1","KSPO광주(출장)","어르신","출장","70","관리자","참가","20250701","F"
"1","KSPO광주(출장)","어르신","출장","65","관리자","참가","20250701","F"
"1","KSPO광주(출장)","어르신","출장","74","관리자","참가","20250701","F"
"1","KSPO광주(출장)","어르신","출장","67","관리자","3등급","20250701","F"
"1","KSPO광주(출장)","어르신","출장","67","관리자","2등급","20250701","F"
"1","KSPO광주(출장)","어르신","출장","76","관리자","1등급","20250701","F"
"1","KSPO광주(출장)","어르신","출장","77","관리자","2등급","20250701","F"
"1","KSPO광주(출장)","어르신","출장","78","관리자","2등급","20250701","F"
"1","KSPO광주(출장)","어르신","출장","67","관리자","참가","20250701","F"
"1","KSPO광주(출장)","어르신","출장","83","관리자","2등급","20250701","F"
"1","KSPO광주(출장)","어르신","출장","71","관리자","참가","20250701","F"
"1","KSPO광주(출장)","어르신","출장","66","관리자","6등급","20250701","F"
"1","KSPO광주(출장)","어르신","출장","75","관리자","2등급","20250701","F"
"1","KSPO광주(출장)","어르신","출장","71","관리자","5등급","20250701","F"
"1","KSPO광주(출장)","어르신","출장","70","관리자","3등급","20250701","F"
"1","KSPO광주(출장)","어르신","출장","74","관리자","5등급","20250701","F"
"1","KSPO광주(출장)","어르신","출장","69","관리자","참가","20250701","F"
"1","KSPO광주(출장)","어르신","출장","73","관리자","2등급","20250701","F"
"1","KSPO광주(출장)","어르신","출장","76","관리자","5등급","20250701","F"
"1","KSPO광주(출장)","어르신","출장","76","관리자","3등급","20250701","F"
"1","KSPO광주(출장)","어르신","출장","73","관리자","참가","20250701","F"
"1","KSPO광주(출장)","어르신","출장","72","관리자","참가","20250701","F"
"1","KSPO광주(출장)","어르신","출장","80","관리자","3등급","20250701","F"
"1","KSPO광주(출장)","어르신","출장","71","관리자","1등급","20250701","F"
"6","사하","성인","출장","63","관리자","3등급","20250701","F"
"1","무안","유아기","출장","49","관리자","참가","20250701","F"
"1","무안","유아기","출장","57","관리자","참가","20250701","F"
"2","무안","유아기","출장","58","관리자","참가","20250701","F"
"1","연제","유소년","출장","12","관리자","2등급","20250701","F"
"1","무안","유아기","출장","63","관리자","참가","20250701","M"
"1","사하","성인","출장","63","관리자","5등급","20250701","F"
"1","시흥","성인","일반","44","관리자","3등급","20250701","M"
"2","세종","청소년","출장","17","관리자","1등급","20250701","M"
"2","세종","청소년","출장","18","관리자","참가","20250701","F"
"2","무안","유아기","출장","66","관리자","참가","20250701","F"
"1","원주","성인","일반","57","관리자","2등급","20250701","F"
"1","원주","성인","일반","31","관리자","2등급","20250701","F"
"1","원주","성인","일반","29","관리자","2등급","20250701","F"
"1","원주","성인","일반","62","관리자","참가","20250701","F"
"1","원주","성인","일반","34","관리자","5등급","20250701","M"
"3","KSPO송파별관(어르신)","어르신","일반","66","관리자","1등급","20250701","M"
"1","KSPO송파별관(어르신)","어르신","일반","72","관리자","3등급","20250701","M"
"3","KSPO송파별관(어르신)","어르신","일반","68","관리자","2등급","20250701","M"
"3","KSPO송파별관(어르신)","어르신","일반","79","관리자","2등급","20250701","M"
"1","KSPO송파별관(어르신)","어르신","일반","66","관리자","1등급","20250701","M"
"2","KSPO송파별관(어르신)","어르신","일반","66","관리자","2등급","20250701","M"
"1","KSPO송파별관(어르신)","어르신","일반","66","관리자","2등급","20250701","M"
"4","KSPO송파별관(어르신)","어르신","일반","69","관리자","3등급","20250701","M"
"2","KSPO송파별관(어르신)","어르신","일반","65","관리자","1등급","20250701","M"
"2","KSPO송파별관(어르신)","어르신","일반","65","관리자","1등급","20250701","M"
"2","KSPO송파별관(어르신)","어르신","일반","66","관리자","3등급","20250701","M"
"1","KSPO송파별관(어르신)","어르신","일반","78","관리자","2등급","20250701","M"
"17","마포","성인","일반","41","관리자","참가","20250701","F"
"1","마포","성인","일반","43","관리자","참가","20250701","F"
"1","마포","성인","일반","44","관리자","참가","20250701","M"
"2","연제","유소년","출장","12","관리자","참가","20250701","M"
"1","연제","유소년","출장","12","관리자","참가","20250701","M"
"2","마포","성인","일반","31","관리자","2등급","20250701","F"
"2","마포","어르신","일반","67","관리자","1등급","20250701","M"
"2","연제","유소년","출장","12","관리자","참가","20250701","M"
"2","연제","유소년","출장","11","관리자","참가","20250701","M"
"2","연제","유소년","출장","12","관리자","참가","20250701","M"
"1","연제","유소년","출장","11","관리자","1등급","20250701","M"
"1","연제","유소년","출장","11","관리자","참가","20250701","F"
"1","연제","유소년","출장","12","관리자","참가","20250701","F"
"1","마포","성인","일반","23","관리자","참가","20250701","F"
"2","광주","성인","일반","43","관리자","2등급","20250701","M"
"1","마포","성인","일반","30","관리자","2등급","20250701","F"
"1","광주","청소년","일반","18","관리자","3등급","20250701","F"
"3","마포","성인","일반","24","관리자","3등급","20250701","F"
"3","광주","청소년","일반","18","관리자","1등급","20250701","M"
"1","광주","성인","일반","27","관리자","3등급","20250701","M"
"3","광주","성인","일반","24","관리자","3등급","20250701","M"
"1","광주","성인","일반","26","관리자","참가","20250701","F"
"3","광주","어르신","일반","70","관리자","3등급","20250701","M"
"1","광주","어르신","일반","66","관리자","참가","20250701","M"
"1","광주","성인","일반","44","관리자","2등급","20250701","M"
"1","광주","성인","일반","31","관리자","1등급","20250701","F"
"1","광주","성인","일반","21","관리자","참가","20250701","M"
"2","영동","성인","일반","23","관리자","2등급","20250701","F"
"1","영동","성인","일반","19","관리자","5등급","20250701","M"
"4","영동","성인","일반","21","관리자","3등급","20250701","M"
"3","영동","성인","일반","21","관리자","3등급","20250701","F"
"6","영동","성인","일반","19","관리자","1등급","20250701","M"
"2","마포","성인","일반","28","관리자","6등급","20250701","M"
"1","영동","성인","일반","19","관리자","3등급","20250701","M"
"1","연제","유소년","출장","11","관리자","참가","20250701","M"
"1","연제","유소년","출장","12","관리자","참가","20250701","F"
"1","영동","성인","일반","20","관리자","참가","20250701","M"
"1","연제","유소년","출장","11","관리자","2등급","20250701","F"
"1","연제","유소년","출장","12","관리자","3등급","20250701","F"
"2","영동","성인","일반","22","관리자","3등급","20250701","F"
"11","영동","성인","일반","27","관리자","참가","20250701","F"
"5","영동","성인","일반","28","관리자","2등급","20250701","M"
"1","충주","성인","일반","33","관리자","3등급","20250701","M"
"1","마포","성인","일반","22","관리자","5등급","20250701","F"
"1","마포","성인","일반","19","관리자","참가","20250701","M"
"8","충주","성인","일반","22","관리자","참가","20250701","F"
"4","시흥","성인","일반","49","관리자","참가","20250701","M"
"3","시흥","성인","일반","63","관리자","1등급","20250701","M"
"1","마포","성인","일반","37","관리자","참가","20250701","F"
"1","시흥","성인","일반","54","관리자","5등급","20250701","M"
"1","시흥","유아기","출장","77","관리자","참가","20250701","F"
"2","연제","유소년","출장","12","관리자","참가","20250701","M"
"2","연제","유소년","출장","11","관리자","3등급","20250701","M"
"1","마포","성인","일반","21","관리자","3등급","20250701","F"
"1","시흥","유아기","출장","74","관리자","참가","20250701","M"
"1","연제","유소년","출장","11","관리자","1등급","20250701","F"
"2","연제","유소년","출장","11","관리자","2등급","20250701","F"
"1","시흥","유아기","출장","75","관리자","참가","20250701","F"
"1","시흥","유아기","출장","70","관리자","참가","20250701","F"
"1","시흥","유아기","출장","71","관리자","참가","20250701","M"
"1","시흥","유아기","출장","76","관리자","참가","20250701","F"
"1","시흥","유아기","출장","78","관리자","참가","20250701","F"
"1","시흥","유아기","출장","68","관리자","3등급","20250701","M"
"1","시흥","유아기","출장","71","관리자","참가","20250701","F"
"1","시흥","유아기","출장","71","관리자","참가","20250701","M"
"1","시흥","유아기","출장","74","관리자","참가","20250701","M"
"1","시흥","유아기","출장","73","관리자","참가","20250701","M"
"1","시흥","유아기","출장","75","관리자","참가","20250701","F"
"2","마포","어르신","일반","66","관리자","2등급","20250701","M"
"1","마포","어르신","일반","67","관리자","2등급","20250701","M"
"2","마포","성인","일반","23","관리자","참가","20250701","F"
"1","마포","성인","일반","43","관리자","2등급","20250701","M"
"1","연제","유소년","출장","12","관리자","2등급","20250701","F"
"2","연제","유소년","출장","11","관리자","참가","20250701","F"
"1","연제","유소년","출장","12","관리자","3등급","20250701","M"
"1","연제","유소년","출장","12","관리자","참가","20250701","M"
"2","연제","유소년","출장","11","관리자","참가","20250701","M"
"1","화성","성인","일반","19","관리자","참가","20250701","F"
"1","화성","성인","일반","49","관리자","5등급","20250701","M"
"4","화성","성인","일반","21","관리자","2등급","20250701","F"
"1","화성","성인","일반","20","관리자","5등급","20250701","M"
"2","북구(광주)","어르신","일반","76","관리자","3등급","20250701","M"
"2","북구(광주)","청소년","일반","18","관리자","2등급","20250701","M"
"1","세종","청소년","출장","16","관리자","5등급","20250701","M"
"1","세종","청소년","출장","16","관리자","2등급","20250701","M"
"1","세종","청소년","출장","15","관리자","2등급","20250701","M"
"2","세종","청소년","출장","17","관리자","5등급","20250701","F"
"2","세종","청소년","출장","17","관리자","5등급","20250701","M"
"2","세종","청소년","출장","17","관리자","1등급","20250701","M"
"1","세종","청소년","출장","17","관리자","2등급","20250701","F"
"2","세종","청소년","출장","18","관리자","6등급","20250701","M"
"1","세종","청소년","출장","17","관리자","3등급","20250701","F"
"1","세종","청소년","출장","16","관리자","2등급","20250701","F"
"2","세종","청소년","출장","16","관리자","3등급","20250701","F"
"2","세종","청소년","출장","16","관리자","참가","20250701","M"
"2","세종","청소년","출장","17","관리자","5등급","20250701","M"
"2","세종","청소년","출장","16","관리자","5등급","20250701","F"
"1","창원","성인","일반","52","관리자","2등급","20250701","M"
"1","창원","성인","일반","45","관리자","5등급","20250701","M"
"1","창원","성인","일반","36","관리자","5등급","20250701","M"
"1","창원","성인","일반","36","관리자","참가","20250701","M"
"1","창원","성인","일반","43","관리자","3등급","20250701","F"
"2","창원","성인","일반","43","관리자","3등급","20250701","F"
"6","창원","성인","일반","46","관리자","참가","20250701","M"
"1","창원","성인","일반","41","관리자","2등급","20250701","M"
"1","창원","성인","일반","44","관리자","1등급","20250701","F"
"1","창원","성인","일반","30","관리자","3등급","20250701","M"
"1","창원","성인","일반","30","관리자","2등급","20250701","M"
"1","창원","성인","일반","55","관리자","1등급","20250701","M"
"1","창원","성인","일반","36","관리자","3등급","20250701","F"
"1","창원","성인","일반","35","관리자","2등급","20250701","F"
"4","창원","성인","일반","19","관리자","3등급","20250701","M"
"4","창원","성인","일반","43","관리자","3등급","20250701","F"
"1","창원","성인","일반","44","관리자","3등급","20250701","M"
"3","창원","성인","일반","44","관리자","3등급","20250701","F"
"2","충주","성인","일반","35","관리자","6등급","20250701","M"
"1","충주","성인","일반","50","관리자","5등급","20250701","F"
"2","충주","성인","일반","19","관리자","2등급","20250701","F"
"1","충주","성인","일반","20","관리자","5등급","20250701","M"
"1","광주","성인","일반","57","관리자","3등급","20250701","F"
"2","광주","성인","일반","19","관리자","참가","20250701","M"
"1","광주","성인","일반","42","관리자","3등급","20250701","M"
"2","광주","성인","일반","24","관리자","3등급","20250701","F"
"1","사천","성인","일반","37","관리자","2등급","20250701","M"
"1","사천","성인","일반","20","관리자","3등급","20250701","M"
"8","사천","성인","일반","19","관리자","3등급","20250701","M"
"6","사천","성인","일반","44","관리자","2등급","20250701","M"
"2","사천","성인","일반","23","관리자","3등급","20250701","M"
"1","세종","청소년","출장","15","관리자","참가","20250701","M"
"1","세종","청소년","출장","15","관리자","1등급","20250701","M"
"1","세종","청소년","출장","15","관리자","5등급","20250701","F"
"1","세종","청소년","출장","16","관리자","6등급","20250701","M"
"1","세종","청소년","출장","16","관리자","6등급","20250701","M"
"1","세종","청소년","출장","15","관리자","3등급","20250701","F"
"1","세종","청소년","출장","15","관리자","5등급","20250701","M"
"1","세종","청소년","출장","15","관리자","5등급","20250701","F"
"1","세종","청소년","출장","15","관리자","5등급","20250701","F"
"1","세종","청소년","출장","16","관리자","2등급","20250701","F"
"1","세종","청소년","출장","16","관리자","5등급","20250701","M"
"1","세종","청소년","출장","15","관리자","2등급","20250701","M"
"1","세종","청소년","출장","15","관리자","3등급","20250701","F"
"1","세종","청소년","출장","16","관리자","5등급","20250701","F"
"2","세종","청소년","출장","17","관리자","참가","20250701","F"
"1","세종","청소년","출장","15","관리자","2등급","20250701","M"
"1","세종","청소년","출장","16","관리자","참가","20250701","F"
"1","세종","청소년","출장","15","관리자","참가","20250701","F"
"1","세종","청소년","출장","15","관리자","6등급","20250701","F"
"1","세종","청소년","출장","16","관리자","참가","20250701","F"
"2","사하","어르신","출장","71","관리자","참가","20250701","F"
"6","사하","어르신","출장","73","관리자","참가","20250701","F"
"5","사하","어르신","출장","65","관리자","2등급","20250701","F"
"6","사하","어르신","출장","65","관리자","2등급","20250701","F"
"2","세종","청소년","출장","16","관리자","3등급","20250701","F"
"2","세종","청소년","출장","16","관리자","5등급","20250701","F"
"2","세종","청소년","출장","16","관리자","5등급","20250701","M"
"1","세종","청소년","출장","17","관리자","5등급","20250701","M"
"1","동구(인천)","성인","출장","34","관리자","2등급","20250701","F"
"1","세종","청소년","출장","18","관리자","5등급","20250701","M"
"1","동구(인천)","성인","출장","29","관리자","참가","20250701","M"
"2","세종","청소년","출장","17","관리자","5등급","20250701","F"
"1","세종","청소년","출장","17","관리자","5등급","20250701","M"
"1","세종","청소년","출장","17","관리자","5등급","20250701","M"
"2","세종","청소년","출장","18","관리자","2등급","20250701","M"
"2","세종","청소년","출장","17","관리자","참가","20250701","M"
"1","세종","청소년","출장","15","관리자","5등급","20250701","M"
"1","세종","청소년","출장","15","관리자","2등급","20250701","M"
"1","세종","청소년","출장","17","관리자","5등급","20250701","M"
"1","세종","청소년","출장","15","관리자","5등급","20250701","M"
"1","세종","청소년","출장","16","관리자","참가","20250701","M"
