MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DAY,SEXDSTN_FLAG_CD,MESURE_IEM_001_VALUE,MESURE_IEM_002_VALUE,MESURE_IEM_003_VALUE,MESURE_IEM_004_VALUE,MESURE_IEM_005_VALUE,MESURE_IEM_006_VALUE,MESURE_IEM_007_VALUE,MESURE_IEM_008_VALUE,MESURE_IEM_009_VALUE,MESURE_IEM_010_VALUE,MESURE_IEM_012_VALUE,MESURE_IEM_013_VALUE,MESURE_IEM_014_VALUE,MESURE_IEM_015_VALUE,MESURE_IEM_016_VALUE,MESURE_IEM_017_VALUE,MESURE_IEM_018_VALUE,MESURE_IEM_019_VALUE,MESURE_IEM_020_VALUE,MESURE_IEM_021_VALUE,MESURE_IEM_022_VALUE,MESURE_IEM_023_VALUE,MESURE_IEM_024_VALUE,MESURE_IEM_025_VALUE,MESURE_IEM_026_VALUE,MESURE_IEM_027_VALUE,MESURE_IEM_028_VALUE,MESURE_IEM_029_VALUE,MESURE_IEM_030_VALUE,MESURE_IEM_031_VALUE,MESURE_IEM_032_VALUE,MESURE_IEM_033_VALUE,MESURE_IEM_034_VALUE,MESURE_IEM_035_VALUE,MESURE_IEM_036_VALUE,MESURE_IEM_037_VALUE,MESURE_IEM_038_VALUE,MESURE_IEM_039_VALUE,MESURE_IEM_040_VALUE,MESURE_IEM_041_VALUE,MESURE_IEM_042_VALUE,MESURE_IEM_043_VALUE,MESURE_IEM_044_VALUE,MESURE_IEM_050_VALUE,MESURE_IEM_051_VALUE,MESURE_IEM_052_VALUE
"2","KSPO송파별관(어르신)","어르신","출장","69","관리자","2등급","20240802","F","142.4","60.5","45.4",,"61","110","24.7","23.6",,,"15.5",,,,,,"29.8",,,,,"30",,"132","5.6","21.9","40.8",,,,,,,,,,,,,,,,,,,"24.7"
"1","서구(광주)","성인","일반","47","관리자","1등급","20240802","F","164.8","52.4","28.4","68","90","128","24.7","24",,,"21.5",,,,,,"19.3","29",,,"154",,,,,,"47.1",,,,,,,,"112","35.1",,,"0.351",,,,,,,
"2","포항","성인","일반","51","관리자","3등급","20240802","M","169.7","79.7","24.6",,"80","137","54.2","56.2",,,"6.5",,,,,,"27.7","37",,,"210",,,,,,"70.5",,,,,,,,"100","38.7",,,"0.277",,,,,,,
"1","동해","성인","출장","29","관리자","3등급","20240802","M","180.9","86.8","22.1",,"79","117","49","50.5",,,"16",,,,,,"26.5","51",,,,,,,,,"58.2",,,,,,,,"110","42.0",,,"0.308","0.611",,,,,,
"2","달서","어르신","일반","69","관리자","2등급","20240802","F","149.2","51.36","29.2","77.9","85","145","21.3","22.5",,,"18.1",,,,,,"23.1",,,,,"26",,"116","5.302","22.51","43.8",,,,,,,,,,,,,,,,,,,"22.5"
"1","강릉","청소년","일반","18","관리자","3등급","20240802","M","178.0","60.8","11.6","72.4","66","119","37","47",,"40","20.8","19.6","0.60","57.328","3","57.466","19.2",,"47",,,,,,,,"77.3",,"45.7",,,,,,,,,,,,,,,,,
"2","KSPO송파별관(어르신)","어르신","출장","78","관리자","2등급","20240802","F","151.9","53.1","37.2",,"63","132","25.4","27.4",,,"13.1",,,,,,"23.0",,,,,"27",,"129","6.794","25.968","51.6",,,,,,,,,,,,,,,,,,,"27.4"
"1","달서","성인","일반","41","관리자","참가","20240802","F","163.4","50.02","27.4","73.6","72","120","23.2","24.5",,,"-0.7",,,,,,"18.7","22",,,"154",,,,,,"49",,,,,,,,"99","38.2",,,"0.314",,,,,,,
"1","동해","성인","출장","44","관리자","2등급","20240802","M","178.2","78.9","16.2",,"70","115","58.8","51.4",,,"28",,,,,,"24.8","41",,,,,,,,,"74.5",,,,,,,,"84","43.6",,,"0.321","0.584",,,,,,
"3","춘천","성인","일반","33","관리자","3등급","20240802","M","175.3","67.1","19.8","79.4","98","159","33.8","37.1",,,"15.3",,,,,,"21.8","37",,,,,,,,,"55.3",,,,,,,,"142","40.2",,,"0.294","0.494",,,,,,
"2","KSPO송파별관(어르신)","어르신","출장","86","관리자","2등급","20240802","F","146.7","53.1","37",,"59","117","18.2","22",,,"9.1",,,,,,"24.7",,,,,"20",,"75","7.954","31.735","41.4",,,,,,,,,,,,,,,,,,,"22.0"
"1","춘천","성인","일반","56","관리자","참가","20240802","F","156.7","63","38.1","80.8","68","122","26","31.1",,,"15.9",,,,,,"25.7","20",,,"153",,,,,,"49.4",,,,,,,,"121","28.9",,,"0.367",,,,,,,
"3","강북","성인","출장","62","관리자","3등급","20240802","M","177.1","67.3","20.5","78.8","81","143","37.8","29.1",,,"19.6",,,,,,"21.5","22",,,,,,,,,"56.2",,,,,,,,"127","35.4",,,"0.378","0.424",,,,,,
"2","동해","성인","출장","22","관리자","3등급","20240802","M","174.5","67.9","16.5",,"75","124","49.9","46.4",,,"15.2",,,,,,"22.3","46",,,,,,,,,"73.5",,,,,,,,"116","46.5",,,"0.355","0.612",,,,,,
"2","KSPO송파별관(어르신)","어르신","출장","75","관리자","1등급","20240802","F","157.3","58.8","32.2",,"78","140","28.4","27.9",,,"23.6",,,,,,"23.8",,,,,"29",,"114","6.195","23.323","48.3",,,,,,,,,,,,,,,,,,,"28.4"
"1","정읍","성인","일반","24","관리자","1등급","20240802","F","165.3","56.4","26.1",,"75","144","22.4","27.6",,,"24.2",,,,,,"20.6","36",,,"181",,,,,,"48.9",,,"65","137","164",,"37.5",,,,,"0.352",,,,,,,
"2","KSPO송파별관(어르신)","어르신","출장","77","관리자","2등급","20240802","F","148.2","53.9","32.2",,"77","155","24.6","27.8",,,"16.8",,,,,,"24.5",,,,,"23",,"122","6.88","30.352","51.6",,,,,,,,,,,,,,,,,,,"27.8"
"5","서초","성인","일반","26","관리자","2등급","20240802","M","172.4","69.9","10.2","75.4","81","134","51.8","55.1",,,"10.7",,,,,,"23.5","58","65","9.87","230",,,,,,"78.8",,"47.9",,,,,,,,,,,,,,,,,
"1","강북","성인","출장","60","관리자","참가","20240802","M","168.7","80","34.4","93","90","155","39.4","39.4",,,"3.2",,,,,,"28.1","17",,,,,,,,,"49.3",,,,,,,,"118","33.7",,,"0.468","0.397",,,,,,
"1","중구(서울)","성인","일반","46","관리자","참가","20240802","M","169.7","65.9","13.9","80.3","70","105","39.5","37.4",,,"2.6",,,,,,"22.9","47","50",,"175",,,,,,"59.9",,"43.4",,,,,,,,,,"0.381",,,,,,,
"21","김천","성인","일반","34","관리자","3등급","20240802","M","179.5","89.7","24.1","92.1","89","137","47.8","50.7",,,"25.7",,,,,,"27.8","61",,,"227",,,,,,"56.5",,,"80","109","123",,"41.7",,,,,"0.292",,,,,,,
"1","안산","청소년","일반","13","관리자","참가","20240802","M","163.7","70.2","30.5","87","82","133","30","33.3",,"37","-3.9","20.04","0.491","64.102","9","64.516","26.2",,"31",,,,,,,,"47.4",,"38.5",,,,,,,,,,,,,,,,,
"2","부천","성인","일반","24","관리자","3등급","20240802","F","160.0","44.9","23.9",,"61","113","20.3","25.6",,,"16.9",,,,,,"17.5","27",,,"178",,,,,,"57.0",,,,,,,,"124","39.2",,,"0.347",,,,,,,
"1","안산","청소년","일반","13","관리자","1등급","20240802","M","160.6","62.6","21.2","73.7","55","108","33.9","36.9",,"55","21.4","17.02","0.648","62.138","11","62.644","24.3",,"56",,,,,,,,"58.9",,"44.4",,,,,,,,,,,,,,,,,
"1","안산","청소년","일반","13","관리자","2등급","20240802","M","165.6","44.7","7.2","68","76","136","25","28.4",,"50","17.3","18.46","0.597","60.656","8","61.024","16.3",,"47",,,,,,,,"63.5",,"46.9",,,,,,,,,,,,,,,,,
"7","KSPO송파별관(어르신)","어르신","출장","86","관리자","참가","20240802","F","152","65.3","50",,"81","132","17.7","18.7",,,"12",,,,,,"28.3",,,,,"15",,"115","10.9","44.2","28.6",,,,,,,,,,,,,,,,,,,"18.7"
"1","안산","청소년","일반","13","관리자","참가","20240802","M","171.5","53.1","13.3","64.5","65","99","31.5","33.4",,"51","-8.6","19.86","0.501","63.832","9","64.246","18.1",,"80",,,,,,,,"62.9",,"52.4",,,,,,,,,,,,,,,,,
"1","안산","청소년","일반","13","관리자","참가","20240802","M","165.5","75.8","35.3","90.6","74","123","24.7","29.1",,"31","-3.1","18.4","0.483","43.004","23","44.062","27.7",,"36",,,,,,,,"38.4",,"38.7",,,,,,,,,,,,,,,,,
"1","전주","성인","일반","24","관리자","3등급","20240802","F","162.8","46.3","23.3","69.7","71","114","20.3","20.4",,,"12.3",,,,,,"17.5","32",,,"145",,,,,,"44.1",,,"64","120","141",,"42.5",,,,,"0.478",,,,,,,
"1","강북","성인","출장","56","관리자","2등급","20240802","M","179.5","80.1","18.7","89","82","137","44.7","48.4",,,"11",,,,,,"24.9","36",,,,,,,,,"60.4",,,,,,,,"113","36.2",,,"0.392","0.511",,,,,,
"2","동구(부산)","성인","일반","38","관리자","2등급","20240802","M","173.5","69.00","12.8","82","89","148","50","53.5",,,"20.7",,,,,,"22.9","40",,,"227",,,,,,"77.5",,,,,,,,"98","44.9",,,"0.335",,,,,,,
"1","안산","청소년","일반","13","관리자","1등급","20240802","M","174.6","59.7","14.3","72","56","110","30.6","33",,"50","12.5","16.4","0.627","43.327","11","43.833","19.6",,"75",,,,,,,,"55.3",,"50.6",,,,,,,,,,,,,,,,,
"3","강북","성인","출장","64","관리자","참가","20240802","M","167.7","60","23.5","84","69","126","30.7","29.1",,,"-5.4",,,,,,"21.3","20",,,,,,,,,"51.2",,,,,,,,"98","40.0",,,"0.431","0.404",,,,,,
"1","안산","유소년","일반","12","관리자","참가","20240802","M","169.4","72.6",,"84.7",,,"24.6","30","13",,"11",,,,,,"25.3",,"51",,"173",,,,,,"41.3",,,,,,,,,,,,,,"0.50","37","7",,,
"1","안산","유소년","일반","12","관리자","참가","20240802","M","150.6","41.7",,"64",,,"20.9","22.7","17",,"12.9",,,,,,"18.4",,"104",,"202",,,,,,"54.4",,,,,,,,,,,,,,"0.42","39","8",,,
"2","연제","성인","일반","26","관리자","1등급","20240802","F","168.7","50.1","23.9","74","69","118","23.1","25.7",,,"21.4",,,,,,"17.6","36",,,,,,,,,"51.3",,,"99","127","163",,"37.1",,,,,"0.321","0.470",,,,,,
"1","안산","유소년","일반","12","관리자","3등급","20240802","M","160.7","45.2",,"61.5",,,"18.2","20.9","19",,"13.8",,,,,,"17.5",,"132",,"186",,,,,,"46.2",,,,,,,,,,,,,,"0.38","41","9",,,
"1","KSPO송파(출장A)","어르신","출장","87","관리자","2등급","20240802","F","147.5","42.7","27.9",,"53","150","19.1","17.2",,,"7",,,,,,"19.6",,,,,"16",,"112","8.7","35.66","44.7",,,,,,,,,,,,,,,,,,,"19.1"
"1","서대문","성인","일반","31","관리자","3등급","20240802","F","175.7","59.5","22.9",,"70","126","25.9","30.8",,,"11.9",,,,,,"19.3","30",,,,,,,,,"51.8",,,"94","112","152",,"35.2",,,,,"0.336","0.444",,,,,,
"1","화성","성인","일반","20","관리자","참가","20240802","F","158.2","64.9","29",,"67","126","27.7","32.3",,,"16.7",,,,,,"25.9","17","15","12.7","144",,,,,,"49.8",,"30.5",,,,,,,,,,,,,,,,,
"2","KSPO송파(출장A)","어르신","출장","82","관리자","1등급","20240802","F","149.7","57.2","27.6",,"44","119","15.6","19.9",,,"20.5",,,,,,"25.5",,,,,"20",,"96","5.37","25.31","34.8",,,,,,,,,,,,,,,,,,,"19.9"
"1","KSPO송파(출장A)","어르신","출장","78","관리자","3등급","20240802","F","153.6","58.9","34",,"63","142","20.1","22.6",,,"10.2",,,,,,"25.0",,,,,"18",,"118","6.02","25.19","38.4",,,,,,,,,,,,,,,,,,,"22.6"
"4","서대문","성인","일반","24","관리자","3등급","20240802","F","167.2","47.9","27.4",,"78","118","25.1","22.1",,,"24.6",,,,,,"17.1","27",,,,,,,,,"52.4",,,,,,,,"126","39.0",,,"0.343","0.468",,,,,,
"4","화성","성인","일반","46","관리자","2등급","20240802","F","151","55.7","33.5",,"80","123","21.1","24",,,"23.9",,,,,,"24.4","33",,,"144",,,,,,"43.1",,,,,,,,"100","34.6",,,"0.323",,,,,,,
"1","청주","성인","일반","24","관리자","3등급","20240802","M","175.8","70.2","12.7","77.9","78","141","49","46.5",,,"19.7",,,,,,"22.7","45","44",,,,,,,,"69.8",,"43.0",,,,,,,,,,"0.270","0.638",,,,,,
"1","KSPO송파(출장A)","어르신","출장","77","관리자","3등급","20240802","F","147.5","63.6","39.1",,"68","150","18.6","18.7",,,"10.8",,,,,,"29.2",,,,,"15",,"105","6.24","29.42","29.4",,,,,,,,,,,,,,,,,,,"18.7"
"2","강북","성인","출장","57","관리자","참가","20240802","F","153.1","77.1","49.6","102","88","155","22.6","25.1",,,"17",,,,,,"32.9","18",,,,,,,,,"32.6",,,,,,,,"112","26.0",,,"0.514","0.333",,,,,,
"1","동해","성인","출장","29","관리자","3등급","20240802","M","175.1","78.4","22.5",,"73","121","46.5","49.1",,,"17",,,,,,"25.6","39",,,,,,,,,"62.6",,,,,,,,"70","49.3",,,"0.368","0.595",,,,,,
"7","남구(울산)","성인","일반","27","관리자","2등급","20240802","M","172.9","77.2","16.2","83.7","85","136","43.3","50.5",,,"12.3",,,,,,"25.8","52",,,"224",,,,,,"65.4",,,,,,,,"99","45.6",,,"0.302",,,,,,,
"4","제주","성인","일반","57","관리자","참가","20240802","M","170.5","79.9","21.9","89.8","66","95","42.4","51.1",,,"19.7",,,,,,"27.5","41",,,"172",,,,,,"64.0",,,,,,,,"127","33.3",,,"0.325",,,,,,,
"1","수원","성인","일반","63","관리자","참가","20240802","M","170.5","79.7","26.2","91","85","135","47.4","47.5",,,"9.8",,,,,,"27.4","39",,,,,,,,,"59.6",,,"87","100","129",,"31.5",,,,,"0.329","0.479",,,,,,
"1","제주","성인","일반","40","관리자","참가","20240802","F","156.5","56.7","32.7","77.7","61","126","21.5","24.5",,,"10.1",,,,,,"23.2","16",,,,,,,,,"43.2",,,,,,,,"95","36.6",,,"0.455","0.365",,,,,,
"5","제주","성인","일반","39","관리자","참가","20240802","M","176.3","79","21.3","86.4","86","133","46.3","49.6",,,"7.1",,,,,,"25.4","30",,,"189",,,,,,"62.8",,,,,,,,"87","44.3",,,"0.295",,,,,,,
"3","고양","성인","일반","26","관리자","3등급","20240802","F","168.9","50.9","17",,"61","117","31","31.7",,,"16",,,,,,"17.8","25",,,"166",,,,,,"62.3",,,,,,,,"124","38.3",,,"0.371",,,,,,,
"1","고양","어르신","일반","65","관리자","3등급","20240802","M","167.7","74","19.6",,"81","131","47.6","45.7",,,"14.3",,,,,,"26.3",,,,,"29",,"104","5.33","20.90","64.3",,,,,,,,,,,,,,,,,,,"47.6"
"1","강북","성인","출장","58","관리자","참가","20240802","M","163.1","66.6","31.1","94","82","129","32.8","38.2",,,"6.7",,,,,,"25.0","20",,,,,,,,,"57.4",,,,,,,,"148","32.3",,,"0.652","0.370",,,,,,
"1","동해","성인","출장","23","관리자","참가","20240802","M","175.1","82.5","20",,"75","123","48.3","54.4",,,"0.7",,,,,,"26.9","39",,,,,,,,,"65.9",,,,,,,,"71","49.7",,,"0.389","0.6",,,,,,
"8","남구(울산)","성인","일반","22","관리자","참가","20240802","M","167.5","52.8","10.7","69.2","68","118","40.1","38.2",,,"13",,,,,,"18.8","34","41","10.08",,,,,,,"75.9",,"45.2",,,,,,,,,,,"0.669",,,,,,
"1","남구(울산)","성인","일반","24","관리자","참가","20240802","F","166.3","51.8","24.6","73.6","71","115","25.2","30.4",,,"2.2",,,,,,"18.7","6",,,"132",,,,,,"58.7",,,,,,,,"132","37.2",,,"0.491",,,,,,,
"2","KSPO송파(출장A)","어르신","출장","75","관리자","2등급","20240802","F","153.2","60.8","41.1",,"54","130","20.3","21.8",,,"18",,,,,,"25.9",,,,,"29",,"126","5.65","25.06","35.9",,,,,,,,,,,,,,,,,,,"21.8"
"3","서구(대전)","성인","일반","23","관리자","참가","20240802","F","172.8","59","29.9",,"65","120","26.2","28",,,"14",,,,,,"19.8","13",,,,,,,,,"47.5",,,"83","136","161",,"37.5",,,,,"0.311","0.464",,,,,,
"1","동구(부산)","성인","일반","32","관리자","3등급","20240802","M","178.5","83.70","15.2","89","91","146","45.7","48.7",,,"13.1",,,,,,"26.3","66",,,"222",,,,,,"58.2",,,,,,,,"123","39.8",,,"0.325",,,,,,,
"5","KSPO송파(출장A)","어르신","출장","84","관리자","2등급","20240802","F","151","50.2","32.3",,"68","150","21.6","19.1",,,"9",,,,,,"22.0",,,,,"17",,"86","7","29.12","43.0",,,,,,,,,,,,,,,,,,,"21.6"
"1","KSPO송파(출장A)","어르신","출장","80","관리자","참가","20240802","F","141","38.7","31.2",,"71","154","15.7","16",,,"16",,,,,,"19.5",,,,,"19",,"16","7.94","39.56","41.3",,,,,,,,,,,,,,,,,,,"16.0"
"1","동해","성인","출장","21","관리자","참가","20240802","M","183.6","67.7","10.5",,"70","128","40.1","45.7",,,"3",,,,,,"20.1","51",,,,,,,,,"67.5",,,,,,,,"84","52.2",,,"0.376","0.735",,,,,,
"1","스포원(금정)","성인","일반","47","관리자","참가","20240802","M","174.4","86.7","25.1",,"99","137","52.8","49.7",,,"9.9",,,,,,"28.5","42",,,"196",,,,,,"60.9",,,,,,,,"120","35.6",,,"0.354",,,,,,,
"1","남구(부산)","어르신","일반","65","관리자","2등급","20240802","M","171.4","56.50","19.6","74.9","109","179","43.3","41",,,"7.1",,,,,,"19.2",,,,,"30",,"150","4.37","15.43","76.6",,,,,,,,,,,,,,,,,,,"43.3"
"1","북구(광주)","어르신","일반","68","관리자","3등급","20240802","M","166.5","71.8","28.6","91.4","64","123","34.1","38.7",,,"3.4",,,,,,"25.9",,,,,"31",,"129","3.97","17.10","53.9",,,,,,,,,,,,,,,,,,,"38.7"
"1","동해","성인","출장","38","관리자","3등급","20240802","M","179.5","91.3","23.5",,"81","130","51.8","57",,,"7.5",,,,,,"28.3","44",,,,,,,,,"62.4",,,,,,,,"64","45.4",,,"0.377","0.561",,,,,,
"1","진천","성인","일반","26","관리자","3등급","20240802","M","181.6","77.9","17.1","88.8","78","124","36.1","42.3",,,"8.2",,,,,,"23.6","41",,,"235",,,,,,"54.3",,,,,,,,"93","47.2",,,"0.353",,,,,,,
"2","KSPO송파(출장A)","어르신","출장","79","관리자","1등급","20240802","F","151.1","56.1","38.6",,"87","159","20.8","22.9",,,"17.1",,,,,,"24.6",,,,,"19",,"120","5.68","25.3","40.8",,,,,,,,,,,,,,,,,,,"22.9"
"1","동해","성인","출장","19","관리자","참가","20240802","M","175.9","91.3","22.9",,"89","128","48.4","50.6",,,"24.8",,,,,,"29.5","40",,,,,,,,,"55.4",,,,,,,,"100","44.5",,,"0.352","0.591",,,,,,
"1","서구(광주)","성인","일반","43","관리자","참가","20240802","F","161.6","60.9","39.4","75.5","70","105","21.8","22",,,"4.9",,,,,,"23.3","14",,,"119",,,,,,"36.1",,,,,,,,"113","33.3",,,"0.396",,,,,,,
"3","포천","성인","일반","20","관리자","3등급","20240802","M","173.1","80.5","23.4","81","79","127","48.4","53.3",,,"12.4",,,,,,"26.9","44","42","9.69","241",,,,,,"66.2",,"41.4",,,,,,,,,,,,,,,,,
"2","KSPO송파(출장A)","어르신","출장","80","관리자","1등급","20240802","F","150.6","61.3","39.2",,"78","152","21.4","19.7",,,"20.1",,,,,,"27.0",,,,,"22",,"125","5.35","20.15","34.9",,,,,,,,,,,,,,,,,,,"21.4"
"2","KSPO송파(출장A)","어르신","출장","79","관리자","2등급","20240802","F","146","45.8","24.7",,"76","151","19.4","18.4",,,"12.5",,,,,,"21.5",,,,,"26",,"125","5.7","24.79","42.4",,,,,,,,,,,,,,,,,,,"19.4"
"1","포천","청소년","일반","18","관리자","2등급","20240802","M","179.6","68.8","10.6","76","93","141","40.7","41.2","43",,"16.1","21.48","0.609","64.803","10","65.263","21.3",,"55",,,,,,,,"59.9",,"46.2",,,,,,,,,,,,,,,,,
"1","서초","성인","일반","23","관리자","3등급","20240802","F","167.7","55.4","22.3","71.0","84","125","28","31.7",,,"30.7",,,,,,"19.7","23",,,,,,,,,"57.2",,,,,,,,"120","38.1",,,"0.318","0.464",,,,,,
"3","KSPO송파(출장A)","어르신","출장","79","관리자","2등급","20240802","F","147.2","54.7","32.9",,"68","145","26.6","27.7",,,"24",,,,,,"25.2",,,,,"19",,"120","6.05","26.96","50.6",,,,,,,,,,,,,,,,,,,"27.7"
"2","KSPO송파","성인","일반","23","관리자","3등급","20240802","F","174.2","62.0","32.5","78.3","65","103","28.5","29.6",,,"11.8",,,,,,"20.4","32",,"12.67","157",,,,,,"47.7",,,"81","128","145",,"39.1",,,,,,,,,,,,
"8","KSPO송파(출장A)","어르신","출장","77","관리자","1등급","20240802","F","152.1","46.2","25.8",,"60","120","21.8","21.7",,,"15.5",,,,,,"20.0",,,,,"22",,"124","6.02","23.13","47.2",,,,,,,,,,,,,,,,,,,"21.8"
"1","사상","성인","일반","25","관리자","참가","20240802","M","168.3","77.7","31.6","87","89","157","35.3","38.4",,,"-10.3",,,,,,"27.4","18","22",,,,,,,,"49.4",,"36.8",,,,,,,,,,"0.345","0.540",,,,,,
"2","KSPO송파(출장A)","어르신","출장","74","관리자","참가","20240802","F","147.6","55.4","35.5",,"91","158","26.1","23.8",,,"7",,,,,,"25.4",,,,,"16",,"81","7.41","32.75","47.1",,,,,,,,,,,,,,,,,,,"26.1"
"2","사상","성인","일반","29","관리자","참가","20240802","M","171.4","71.1","24.7","78","97","152","38","40.6",,,"3.2",,,,,,"24.2","46",,,,,,,,,"57.1",,,,,,,,"119","43.4",,,"0.301","0.601",,,,,,
"3","KSPO송파","성인","일반","24","관리자","2등급","20240802","F","166.2","55.6","26.7","72.1","96","132","30.3","31.2",,,"26.9",,,,,,"20.1","34",,,,,,,,,"56.1",,,"97","146","167",,"36.9",,,,,"0.344","0.481",,,,,,
"2","창원","성인","일반","19","관리자","1등급","20240802","M","165.5","64.8","17.1","69","75","146","42.7","39.1",,,"19.3",,,,,,"23.7","56","62",,"231",,,,,,"65.9",,"48.6",,,,,,,,,,"0.367",,,,,,,
"2","KSPO송파(출장A)","어르신","출장","74","관리자","참가","20240802","F","151.7","53","33.9",,"68","132","21.9","19.6",,,,,,,,,"23.0",,,,,"13",,,"9.44","35.97","41.3",,,,,,,,,,,,,,,,,,,"21.9"
"2","KSPO송파(출장A)","어르신","출장","81","관리자","참가","20240802","F","149.1","44.8","29",,"71","156","21","19.4",,,"6.3",,,,,,"20.2",,,,,"14",,,"9.60","45.75","46.9",,,,,,,,,,,,,,,,,,,"21.0"
"3","포항","성인","일반","27","관리자","3등급","20240802","M","165.7","66.5","13.6",,"73","131","42.6","46.2",,,"7.7",,,,,,"24.2","50",,,"251",,,,,,"69.5",,,,,,,,"78","50.5",,,"0.258",,,,,,,
"1","성동","어르신","일반","65","관리자","3등급","20240802","M","162.4","61.6","22.9",,"69","133","35.4","33.9",,,"21.2",,,,,,"23.4",,,,,"24",,"108","4.24","16.88","57.5",,,,,,,,,,,,,,,,,,,"35.4"
"1","청주","성인","일반","21","관리자","참가","20240802","M","178.4","93.9","22.5","97.3","75","130","49.3","54.7",,,"3.1",,,,,,"29.5","45",,,,,,,,,"58.3",,,"88","111","129","163","41.0",,,,,"0.317","0.601",,,,,,
"3","성동","어르신","일반","67","관리자","2등급","20240802","M","164.8","63.9","22.4",,"81","141","33.1","32.2",,,"18.4",,,,,,"23.5",,,,,"35",,"127","4.18","16.09","51.8",,,,,,,,,,,,,,,,,,,"33.1"
"1","영주","성인","일반","36","관리자","3등급","20240802","M","179.4","83.9","22",,"90","151","46.8","48.6",,,"14",,,,,,"26.1","50","34",,"232",,,,,,"57.9",,"37.6",,,,,,,,,,"0.362",,,,,,,
"1","동구(인천)","성인","일반","40","관리자","1등급","20240802","M","173.5","80.3","19.2",,"83","118","49.9","51",,,"24.2",,,,,,"26.7","46",,,"232",,,,,,"63.5",,,,,,,,"102","41.3",,,"0.393",,,,,,,
"2","전주","성인","일반","19","관리자","2등급","20240802","M","173.4","68.9","13.9","80","87","132","46.2","52.4",,,"17.6",,,,,,"22.9","62","52",,"239",,,,,,"76.1",,"45.5",,,,,,,,,,"0.316",,,,,,,
"1","영주","청소년","일반","16","관리자","참가","20240802","F","168.2","64.30","33.6","80.6","60","108","22","24.3","5",,"8","22.29","0.407","43.265","22","44.277","22.7",,"18",,,,,,,,"37.8",,"33.1",,,,,,,,,,,,,,,,,
"1","동구(인천)","성인","일반","25","관리자","참가","20240802","F","159.8","48.4","27.7",,"67","115","24.7","23.4",,,"10.6",,,,,,"19.0","20",,,"162",,,,,,"51.0",,,,,,,,"97","41.5",,,"0.326",,,,,,,
"1","천안","성인","일반","19","관리자","참가","20240802","M","173.6","78","21.5",,"59","109","47.1",,,,"6.6",,,,,,"25.9","40","21","11.23","230",,,,,,"60.4",,"36.9",,,,,,,,,,,,,,,,,
"3","시흥","성인","일반","25","관리자","3등급","20240802","F","160.2","43.8","20.7","68.1","73","113","21.8","23.9",,,"17.1",,,,,,"17.1","24",,,,,,,,,"54.6",,,,,,,,"136","37.9",,,"0.339","0.447",,,,,,
"1","천안","청소년","일반","18","관리자","참가","20240802","M","162.6","58.1","17.4",,"85","121","40.4","47.1",,"27","11.9","19.22","0.576","51.799","9","52.213","22.0",,"34",,,,,,,,"81.1",,"41.7",,,,,,,,,,,,,,,,,
"1","연제","성인","일반","30","관리자","참가","20240802","M","182.4","72.4","15.6","81","78","129","34","35",,,"5.7",,,,,,"21.8","46","40","10.6","221",,,,,,"48.3",,"41.1",,,,,,,,,,,,,,,,,
"1","계룡","성인","일반","20","관리자","참가","20240802","F","168","84.1","40.7",,"61","113","32.2","33.4",,,"17.8",,,,,,"29.8","48","15","11.86","184",,,,,,"39.7",,"27.6",,,,,,,,,,,,,,,,,
"4","남구(부산)","성인","일반","20","관리자","1등급","20240802","M","175.4","64.10","9.6","73.0","78","143","46.7","48.8",,,"20.1",,,,,,"20.8","55",,"10.13","241",,,,,,"76.1",,,,,,,,"111","48.6",,,,,,,,,,
"2","청주","성인","일반","22","관리자","참가","20240802","F","168","56.5","29.1","76.7","64","131","33","32.4",,,"24.6",,,,,,"20.0","20",,,"164",,,,,,"58.4",,,,,,,,"141","35.5",,,"0.321",,,,,,,
"2","포천","성인","일반","62","관리자","참가","20240802","M","173.9","79.8","28.8","94","88","139","41.7","42.3",,,"9.3",,,,,,"26.4","40",,,,,,,,,"53.0",,,,,,,,"146","29.6",,,"0.388","0.48",,,,,,
"1","동해","성인","출장","24","관리자","참가","20240802","M","168.5","64.9","18.8",,"70","128","37.7","42.6",,,"-8",,,,,,"22.9","28",,,,,,,,,"65.6",,,,,,,,"76","52.1",,,"0.349","0.629",,,,,,
"1","천안","성인","일반","19","관리자","참가","20240802","M","165.4","69.5","30.5",,"64","144","31.2","37.9",,,"11.6",,,,,,"25.4","42","36","10.83","194",,,,,,"54.5",,"41.8",,,,,,,,,,,,,,,,,
"3","KSPO대구","성인","일반","19","관리자","3등급","20240802","M","164.3","54.2","16.8","66","74","115","37","37.6",,,"11.4",,,,,,"20.1","44",,,"211",,,,,,"69.4",,,,,,,,"145","45.2",,,"0.33",,,,,,,
"1","마포","성인","일반","32","관리자","3등급","20240802","F","164.4","61.7","35.3","77","69","106","23.1","28.1",,,"10.4",,,,,,"22.8","34",,,"130",,,,,,"45.5",,,,,,,,"134","32.8",,,"0.419",,,,,,,
"1","서대문","청소년","일반","18","관리자","3등급","20240802","M","178.9","85","12.5",,"79","148","43.7","50.6",,"60","17.8","16.24","0.753","50.384","9","50.798","26.6",,"47",,,,,,,,"59.5",,"41.8",,,,,,,,,,,,,,,,,
