MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DE,MBER_SEXDSTN_FLAG_CD
"2","연제","성인","일반","20","관리자","2등급","20250304","M"
"1","서대문","성인","일반","20","관리자","참가","20250304","F"
"1","영동","성인","일반","29","관리자","참가","20250304","M"
"1","서구(대전)","성인","일반","26","관리자","참가","20250304","M"
"1","영동","성인","일반","25","관리자","1등급","20250304","F"
"2","중구(서울)","어르신","일반","71","관리자","3등급","20250304","M"
"5","창원","성인","일반","37","관리자","2등급","20250304","M"
"2","KSPO대구","성인","일반","21","관리자","참가","20250304","M"
"2","천안","성인","일반","25","관리자","2등급","20250304","F"
"1","마포","청소년","일반","18","관리자","3등급","20250304","M"
"10","남원","어르신","일반","66","관리자","3등급","20250304","F"
"2","스포원(금정)","성인","일반","53","관리자","3등급","20250304","F"
"6","정읍","성인","일반","62","관리자","1등급","20250304","F"
"1","KSPO대구(출장B)","성인","출장","28","관리자","참가","20250304","M"
"1","천안","성인","일반","19","관리자","참가","20250304","M"
"1","창원","청소년","일반","18","관리자","참가","20250304","M"
"1","KSPO송파","성인","일반","19","관리자","3등급","20250304","M"
"3","양평","성인","일반","34","관리자","참가","20250304","M"
"2","사상","성인","일반","23","관리자","2등급","20250304","F"
"1","미추홀","성인","일반","20","관리자","3등급","20250304","M"
"1","성동","성인","일반","24","관리자","2등급","20250304","F"
"1","KSPO아산","청소년","일반","18","관리자","참가","20250304","M"
"1","청주","성인","일반","21","관리자","참가","20250304","M"
"15","구미","성인","일반","41","관리자","참가","20250304","M"
"2","동구(인천)","성인","일반","32","관리자","2등급","20250304","M"
"2","전주","성인","일반","20","관리자","2등급","20250304","M"
"1","화성","성인","일반","25","관리자","2등급","20250304","F"
"1","안산","성인","일반","38","관리자","3등급","20250304","M"
"3","달서","성인","일반","20","관리자","2등급","20250304","M"
"4","마포","어르신","일반","82","관리자","1등급","20250304","M"
"2","스포원(금정)","성인","일반","24","관리자","3등급","20250304","M"
"3","마포","성인","일반","28","관리자","2등급","20250304","F"
"1","천안","성인","일반","31","관리자","2등급","20250304","M"
"3","화성","성인","일반","24","관리자","3등급","20250304","M"
"5","서구(광주)","어르신","일반","68","관리자","2등급","20250304","F"
"1","남구(울산)","성인","일반","19","관리자","참가","20250304","M"
"7","경산","성인","일반","23","관리자","참가","20250304","F"
"1","영동","성인","일반","24","관리자","참가","20250304","F"
"2","안산","성인","일반","21","관리자","2등급","20250304","F"
"1","KSPO아산","성인","일반","20","관리자","1등급","20250304","M"
"2","강릉","성인","일반","20","관리자","참가","20250304","M"
"1","KSPO아산","성인","일반","60","관리자","참가","20250304","M"
"1","충주","성인","일반","20","관리자","2등급","20250304","M"
"1","마포","성인","일반","29","관리자","참가","20250304","F"
"3","서구(광주)","어르신","일반","70","관리자","3등급","20250304","F"
"5","마포","성인","일반","27","관리자","참가","20250304","F"
"5","사하","성인","일반","27","관리자","1등급","20250304","F"
"2","사하","성인","일반","23","관리자","2등급","20250304","F"
"4","동구(인천)","성인","일반","26","관리자","3등급","20250304","F"
"1","청주","성인","일반","20","관리자","참가","20250304","M"
"5","증평","성인","일반","23","관리자","참가","20250304","M"
"3","KSPO광주","성인","일반","22","관리자","2등급","20250304","F"
"1","남구(울산)","성인","일반","22","관리자","3등급","20250304","F"
"3","KSPO송파","성인","일반","19","관리자","2등급","20250304","M"
"1","KSPO송파","청소년","일반","13","관리자","참가","20250304","M"
"3","스포원(금정)","성인","일반","20","관리자","3등급","20250304","M"
"1","창원","성인","일반","25","관리자","참가","20250304","M"
"1","동구(인천)","성인","일반","19","관리자","참가","20250304","M"
"1","남구(울산)","어르신","일반","65","관리자","참가","20250304","M"
"1","충주","성인","일반","27","관리자","참가","20250304","M"
"3","KSPO광주","성인","일반","20","관리자","2등급","20250304","M"
"3","스포원(금정)","성인","일반","25","관리자","참가","20250304","F"
"1","서대문","성인","일반","24","관리자","참가","20250304","F"
"2","KSPO아산","성인","일반","29","관리자","참가","20250304","M"
"3","중구(서울)","성인","일반","23","관리자","3등급","20250304","F"
"1","나주","성인","일반","31","관리자","참가","20250304","M"
"1","성남","성인","일반","20","관리자","참가","20250304","M"
"1","구미","성인","일반","44","관리자","참가","20250304","M"
"1","마포","성인","일반","19","관리자","참가","20250304","M"
"1","원주","성인","일반","22","관리자","참가","20250304","F"
"1","KSPO송파","성인","일반","23","관리자","2등급","20250304","M"
"2","중구(서울)","성인","일반","24","관리자","참가","20250304","F"
"3","고양","성인","일반","24","관리자","3등급","20250304","F"
"1","고양","성인","일반","56","관리자","참가","20250304","M"
"2","전주","성인","일반","29","관리자","참가","20250304","M"
"1","KSPO아산","성인","일반","19","관리자","2등급","20250304","M"
"1","춘천","성인","일반","23","관리자","2등급","20250304","F"
"1","사상","성인","일반","19","관리자","참가","20250304","M"
"1","포항","성인","일반","28","관리자","3등급","20250304","M"
"1","사천","성인","출장","28","관리자","3등급","20250304","F"
"12","부천","어르신","일반","69","관리자","참가","20250304","M"
"1","KSPO송파","청소년","일반","16","관리자","참가","20250304","F"
"1","사천","성인","출장","23","관리자","참가","20250304","F"
"2","KSPO광주","성인","일반","23","관리자","참가","20250304","F"
"1","동구(광주)","성인","일반","24","관리자","3등급","20250304","F"
"1","사상","성인","일반","19","관리자","참가","20250304","M"
"1","KSPO대구(출장B)","성인","출장","34","관리자","참가","20250304","M"
"1","KSPO대구(출장B)","성인","출장","37","관리자","참가","20250304","M"
"4","북구(광주)","성인","일반","20","관리자","2등급","20250304","M"
"3","수원","성인","일반","29","관리자","참가","20250304","F"
"2","KSPO대구(출장B)","성인","출장","28","관리자","참가","20250304","F"
"1","포항","성인","일반","37","관리자","참가","20250304","M"
"1","화성","성인","일반","47","관리자","참가","20250304","F"
"2","익산","성인","일반","23","관리자","참가","20250304","F"
"2","사하","성인","일반","19","관리자","3등급","20250304","M"
"1","달서","성인","일반","64","관리자","참가","20250304","M"
"1","KSPO대구","성인","일반","24","관리자","2등급","20250304","F"
"1","KSPO아산","성인","일반","20","관리자","2등급","20250304","M"
"1","중구(서울)","성인","일반","23","관리자","참가","20250304","F"
"5","화성","성인","일반","20","관리자","3등급","20250304","M"
"1","KSPO송파별관(어르신)","어르신","일반","67","관리자","참가","20250304","M"
"1","광주","어르신","일반","75","관리자","1등급","20250304","M"
"1","KSPO송파","청소년","일반","17","관리자","참가","20250304","M"
"4","목포","성인","일반","19","관리자","3등급","20250304","M"
"1","광주","성인","일반","60","관리자","참가","20250304","F"
"6","무안","성인","일반","23","관리자","참가","20250304","M"
"1","연제","성인","일반","28","관리자","2등급","20250304","F"
"1","화성","성인","일반","31","관리자","2등급","20250304","F"
"1","포항","성인","일반","42","관리자","3등급","20250304","F"
"1","원주","성인","일반","40","관리자","참가","20250304","F"
"4","KSPO아산","성인","일반","23","관리자","2등급","20250304","F"
"4","동구(광주)","성인","일반","27","관리자","3등급","20250304","M"
"1","사상","성인","일반","49","관리자","참가","20250304","M"
"1","곡성","성인","일반","27","관리자","참가","20250304","M"
"1","부천","어르신","일반","65","관리자","참가","20250304","M"
"1","성남","성인","일반","25","관리자","3등급","20250304","F"
"1","익산","성인","일반","35","관리자","1등급","20250304","F"
"1","연제","성인","일반","25","관리자","참가","20250304","F"
"3","중구(서울)","성인","일반","26","관리자","참가","20250304","M"
"1","영동","성인","일반","19","관리자","참가","20250304","M"
"1","목포","성인","일반","20","관리자","참가","20250304","M"
"2","의정부","성인","일반","24","관리자","3등급","20250304","F"
"1","연제","성인","일반","27","관리자","3등급","20250304","M"
"2","남구(울산)","어르신","일반","65","관리자","2등급","20250304","M"
"2","구미","청소년","일반","18","관리자","1등급","20250304","M"
"3","스포원(금정)","성인","일반","24","관리자","3등급","20250304","F"
"2","마포","청소년","일반","18","관리자","참가","20250304","M"
"2","사상","성인","일반","19","관리자","2등급","20250304","M"
"1","고양","성인","일반","25","관리자","참가","20250304","F"
"1","남원","성인","일반","44","관리자","참가","20250304","F"
"1","중구(서울)","성인","일반","25","관리자","참가","20250304","F"
"5","사하","성인","일반","19","관리자","2등급","20250304","M"
"1","수원","성인","일반","22","관리자","3등급","20250304","F"
"1","전주","성인","일반","24","관리자","3등급","20250304","M"
"2","연제","성인","일반","25","관리자","3등급","20250304","F"
"1","사천","성인","출장","57","관리자","2등급","20250304","M"
"2","KSPO대구(출장B)","성인","출장","41","관리자","참가","20250304","M"
"1","마포","성인","일반","45","관리자","참가","20250304","M"
"1","부천","성인","일반","25","관리자","3등급","20250304","F"
"2","중구(서울)","성인","일반","24","관리자","참가","20250304","F"
"1","연제","성인","일반","20","관리자","참가","20250304","M"
"2","창원","성인","일반","20","관리자","3등급","20250304","M"
"2","청주","성인","일반","56","관리자","참가","20250304","F"
"3","사천","성인","출장","40","관리자","참가","20250304","F"
"1","전주","청소년","일반","18","관리자","1등급","20250304","M"
"3","KSPO대구(출장B)","성인","출장","40","관리자","참가","20250304","M"
"3","마포","성인","일반","24","관리자","1등급","20250304","F"
"1","부천","성인","일반","25","관리자","참가","20250304","F"
"2","군산","성인","일반","23","관리자","참가","20250304","F"
"2","KSPO대구(출장B)","성인","출장","37","관리자","참가","20250304","M"
"1","스포원(금정)","성인","일반","20","관리자","참가","20250304","M"
"4","화성","어르신","일반","71","관리자","2등급","20250304","F"
"3","의정부","성인","일반","20","관리자","3등급","20250304","M"
"2","미추홀","성인","일반","26","관리자","참가","20250304","F"
"3","KSPO대구(출장B)","성인","출장","28","관리자","참가","20250304","M"
"2","KSPO대구(출장B)","성인","출장","32","관리자","참가","20250304","M"
"3","KSPO대구(출장B)","성인","출장","36","관리자","참가","20250304","M"
"3","KSPO대구(출장B)","성인","출장","44","관리자","참가","20250304","M"
"2","연제","성인","일반","20","관리자","참가","20250304","M"
"3","부천","성인","일반","23","관리자","3등급","20250304","F"
"2","연제","성인","일반","24","관리자","참가","20250304","M"
"1","서대문","성인","일반","25","관리자","3등급","20250304","M"
"1","KSPO송파","성인","일반","54","관리자","참가","20250304","M"
"2","KSPO대구(출장B)","성인","출장","37","관리자","참가","20250304","M"
"2","김천","성인","일반","20","관리자","참가","20250304","F"
"5","북구(광주)","성인","일반","19","관리자","2등급","20250304","M"
"1","김천","성인","일반","51","관리자","참가","20250304","F"
"1","사천","성인","출장","31","관리자","3등급","20250304","F"
"2","김천","성인","일반","20","관리자","참가","20250304","F"
"3","남구(울산)","성인","일반","20","관리자","2등급","20250304","F"
"5","세종","성인","일반","20","관리자","참가","20250304","M"
"1","남원","성인","일반","49","관리자","참가","20250304","M"
"1","남구(울산)","어르신","일반","69","관리자","참가","20250304","M"
"2","부천","유소년","일반","12","관리자","참가","20250304","F"
"2","구미","성인","일반","33","관리자","참가","20250304","M"
"1","김천","성인","일반","22","관리자","3등급","20250304","F"
"1","서대문","성인","일반","28","관리자","3등급","20250304","F"
"2","부천","성인","일반","20","관리자","2등급","20250304","M"
"5","고양","성인","일반","29","관리자","3등급","20250304","F"
"5","부천","성인","일반","24","관리자","2등급","20250304","F"
"1","태백","성인","일반","28","관리자","참가","20250304","M"
"1","익산","성인","일반","21","관리자","참가","20250304","M"
"2","화성","성인","일반","22","관리자","3등급","20250304","M"
"5","창원","성인","일반","42","관리자","참가","20250304","M"
"1","강릉","성인","일반","21","관리자","1등급","20250304","M"
"1","양평","성인","일반","51","관리자","3등급","20250304","M"
"1","사천","성인","출장","32","관리자","3등급","20250304","F"
"1","포항","성인","일반","45","관리자","참가","20250304","F"
"2","천안","성인","일반","20","관리자","참가","20250304","M"
"1","부천","유소년","일반","11","관리자","참가","20250304","F"
"9","광주","어르신","일반","71","관리자","3등급","20250304","M"
"1","마포","성인","일반","19","관리자","참가","20250304","M"
"1","남원","성인","일반","45","관리자","참가","20250304","M"
"1","서구(대전)","성인","일반","45","관리자","참가","20250304","M"
"1","군산","성인","일반","28","관리자","참가","20250304","M"
"6","KSPO송파별관(어르신)","어르신","일반","77","관리자","2등급","20250304","M"
"6","서구(광주)","성인","일반","50","관리자","참가","20250304","F"
"2","중구(서울)","청소년","일반","18","관리자","3등급","20250304","M"
"1","청주","성인","일반","20","관리자","2등급","20250304","M"
"1","남원","성인","일반","47","관리자","참가","20250304","M"
"1","안산","성인","일반","38","관리자","참가","20250304","M"
"2","고양","청소년","일반","18","관리자","3등급","20250304","M"
"1","중구(서울)","성인","일반","26","관리자","참가","20250304","M"
"2","달서","청소년","일반","18","관리자","2등급","20250304","M"
"2","서구(대전)","성인","일반","20","관리자","참가","20250304","M"
"1","남구(울산)","성인","일반","20","관리자","2등급","20250304","M"
"1","의정부","성인","일반","61","관리자","참가","20250304","M"
"2","광주","성인","일반","41","관리자","참가","20250304","M"
"2","안산","성인","일반","21","관리자","참가","20250304","M"
"1","KSPO송파","성인","일반","58","관리자","참가","20250304","M"
"1","마포","성인","일반","24","관리자","2등급","20250304","M"
"1","곡성","성인","일반","19","관리자","참가","20250304","M"
"2","중구(서울)","성인","일반","22","관리자","3등급","20250304","M"
"1","스포원(금정)","청소년","일반","18","관리자","참가","20250304","F"
"2","고양","성인","일반","28","관리자","3등급","20250304","F"
"1","KSPO대구(출장B)","성인","출장","34","관리자","참가","20250304","M"
"1","남원","성인","일반","49","관리자","3등급","20250304","M"
"3","화성","성인","일반","62","관리자","참가","20250304","M"
"3","서구(광주)","어르신","일반","71","관리자","참가","20250304","F"
"2","사상","성인","일반","19","관리자","참가","20250304","M"
"2","남구(울산)","어르신","일반","65","관리자","3등급","20250304","F"
"2","창원","성인","일반","45","관리자","3등급","20250304","F"
"1","서대문","성인","일반","20","관리자","참가","20250304","M"
"4","경산","성인","일반","25","관리자","3등급","20250304","M"
"1","스포원(금정)","성인","일반","20","관리자","2등급","20250304","M"
"4","충주","성인","일반","25","관리자","1등급","20250304","F"
"1","사천","성인","출장","53","관리자","2등급","20250304","M"
"2","사천","성인","일반","27","관리자","1등급","20250304","F"
"8","서구(대전)","성인","일반","28","관리자","참가","20250304","M"
"3","KSPO아산","성인","일반","22","관리자","참가","20250304","F"
"1","KSPO대구(출장B)","성인","출장","37","관리자","참가","20250304","M"
"1","수원","성인","일반","51","관리자","참가","20250304","F"
"1","동구(광주)","성인","일반","25","관리자","참가","20250304","M"
"1","부천","성인","일반","20","관리자","참가","20250304","M"
"3","경산","성인","일반","20","관리자","3등급","20250304","M"
"1","서구(대전)","성인","일반","20","관리자","참가","20250304","M"
"1","동작","성인","일반","25","관리자","3등급","20250304","F"
"4","창원","성인","일반","53","관리자","2등급","20250304","F"
"1","KSPO아산","성인","일반","24","관리자","참가","20250304","M"
"1","사하","성인","일반","31","관리자","참가","20250304","M"
"3","동작","성인","일반","24","관리자","3등급","20250304","F"
"1","KSPO대구(출장B)","성인","출장","27","관리자","참가","20250304","M"
"1","KSPO광주","성인","일반","61","관리자","참가","20250304","M"
"1","계룡","청소년","일반","18","관리자","참가","20250304","M"
"3","포천","성인","일반","25","관리자","3등급","20250304","F"
"2","경산","성인","일반","19","관리자","1등급","20250304","M"
"1","창원","성인","일반","36","관리자","2등급","20250304","M"
"1","달서","어르신","일반","66","관리자","1등급","20250304","M"
"2","북구(광주)","성인","일반","28","관리자","참가","20250304","M"
"1","화성","성인","일반","52","관리자","2등급","20250304","M"
"1","화성","성인","일반","57","관리자","2등급","20250304","F"
"1","동작","성인","일반","26","관리자","3등급","20250304","M"
"4","연제","성인","일반","25","관리자","2등급","20250304","F"
"1","창원마산회원","성인","일반","20","관리자","참가","20250304","M"
"1","광주","성인","일반","19","관리자","참가","20250304","M"
"6","서구(대전)","성인","일반","26","관리자","2등급","20250304","F"
"3","사하","성인","일반","24","관리자","참가","20250304","F"
"1","스포원(금정)","성인","일반","34","관리자","참가","20250304","M"
"6","영암","성인","일반","19","관리자","참가","20250304","M"
"3","안산","성인","일반","61","관리자","3등급","20250304","F"
"1","스포원(금정)","성인","일반","19","관리자","참가","20250304","M"
"2","KSPO대구(출장B)","성인","출장","30","관리자","참가","20250304","M"
"1","사천","성인","출장","47","관리자","참가","20250304","M"
"1","KSPO송파","성인","일반","22","관리자","참가","20250304","F"
"1","사하","성인","일반","20","관리자","참가","20250304","M"
"2","중구(서울)","성인","일반","22","관리자","참가","20250304","F"
"4","양평","성인","일반","27","관리자","2등급","20250304","F"
"1","북구(광주)","성인","일반","25","관리자","참가","20250304","F"
"1","전주","성인","일반","62","관리자","1등급","20250304","M"
"1","사상","성인","일반","19","관리자","참가","20250304","M"
"1","세종","성인","일반","26","관리자","2등급","20250304","F"
"3","화성","어르신","일반","67","관리자","2등급","20250304","F"
"2","강북","성인","일반","19","관리자","2등급","20250304","M"
"4","군산","성인","일반","20","관리자","2등급","20250304","M"
"1","동구(광주)","성인","일반","24","관리자","참가","20250304","M"
"1","사하","성인","일반","20","관리자","참가","20250304","M"
"1","북구(광주)","성인","일반","27","관리자","참가","20250304","M"
"1","KSPO대구","성인","일반","41","관리자","참가","20250304","F"
"1","화성","성인","일반","21","관리자","2등급","20250304","F"
"1","창원","청소년","일반","18","관리자","참가","20250304","M"
"3","수원","성인","일반","22","관리자","2등급","20250304","F"
"1","고양","성인","일반","19","관리자","참가","20250304","M"
"1","전주","청소년","일반","18","관리자","참가","20250304","M"
"2","양평","성인","일반","20","관리자","2등급","20250304","M"
"2","고양","성인","일반","27","관리자","3등급","20250304","M"
"2","부천","성인","일반","19","관리자","참가","20250304","M"
"1","남구(울산)","성인","일반","26","관리자","참가","20250304","M"
"2","청주","성인","일반","19","관리자","2등급","20250304","M"
"1","구미","성인","일반","21","관리자","3등급","20250304","M"
"1","강북","어르신","일반","65","관리자","3등급","20250304","M"
"1","중구(서울)","성인","일반","22","관리자","참가","20250304","F"
"12","서구(광주)","어르신","일반","65","관리자","참가","20250304","F"
"1","달서","어르신","일반","65","관리자","3등급","20250304","M"
"1","남구(울산)","성인","일반","32","관리자","3등급","20250304","M"
"4","KSPO대구","성인","일반","20","관리자","참가","20250304","M"
"1","성남","성인","일반","21","관리자","참가","20250304","M"
"1","달서","성인","일반","19","관리자","3등급","20250304","M"
"1","마포","성인","일반","19","관리자","참가","20250304","M"
"1","강북","성인","일반","55","관리자","참가","20250304","M"
"1","서구(대전)","성인","일반","31","관리자","3등급","20250304","M"
"1","KSPO광주","청소년","일반","18","관리자","참가","20250304","M"
"1","미추홀","성인","일반","22","관리자","3등급","20250304","F"
"3","동해","성인","일반","19","관리자","3등급","20250304","M"
"1","목포","성인","일반","19","관리자","참가","20250304","M"
"1","양평","성인","일반","25","관리자","3등급","20250304","M"
"1","남구(울산)","성인","일반","64","관리자","3등급","20250304","F"
"2","진천","성인","일반","24","관리자","3등급","20250304","F"
"1","부천","성인","일반","25","관리자","3등급","20250304","F"
"2","동작","성인","일반","25","관리자","3등급","20250304","F"
"1","남원","성인","일반","29","관리자","2등급","20250304","F"
"1","화성","성인","일반","20","관리자","3등급","20250304","M"
"1","서구(대전)","성인","일반","24","관리자","참가","20250304","M"
"1","군산","성인","일반","20","관리자","참가","20250304","F"
"1","군산","성인","일반","23","관리자","참가","20250304","F"
"2","KSPO송파","성인","일반","21","관리자","2등급","20250304","M"
"1","구미","청소년","일반","18","관리자","2등급","20250304","M"
"2","강릉","성인","일반","29","관리자","참가","20250304","M"
"1","화성","성인","일반","55","관리자","참가","20250304","F"
"1","창원","청소년","일반","18","관리자","3등급","20250304","M"
"1","화성","성인","일반","20","관리자","2등급","20250304","M"
"1","남원","성인","일반","46","관리자","2등급","20250304","M"
"3","성동","성인","일반","27","관리자","3등급","20250304","M"
"4","광주","성인","일반","26","관리자","참가","20250304","F"
"2","사하","성인","일반","25","관리자","2등급","20250304","F"
"1","김천","성인","일반","26","관리자","참가","20250304","M"
"1","창원","성인","일반","20","관리자","참가","20250304","M"
"1","KSPO송파","청소년","일반","16","관리자","참가","20250304","M"
"1","창원","성인","일반","19","관리자","참가","20250304","M"
"2","KSPO대구","성인","일반","22","관리자","3등급","20250304","M"
"1","원주","성인","일반","19","관리자","2등급","20250304","M"
"1","북구(광주)","성인","일반","25","관리자","3등급","20250304","M"
"1","안산","어르신","일반","69","관리자","참가","20250304","M"
"1","사상","성인","일반","19","관리자","2등급","20250304","M"
"4","수원","성인","일반","21","관리자","참가","20250304","F"
"3","미추홀","성인","일반","27","관리자","3등급","20250304","F"
"1","남구(울산)","성인","일반","23","관리자","2등급","20250304","F"
"1","동구(광주)","청소년","일반","18","관리자","2등급","20250304","M"
"1","강릉","성인","일반","19","관리자","참가","20250304","M"
"2","중구(서울)","성인","일반","25","관리자","1등급","20250304","F"
"1","춘천","성인","일반","19","관리자","2등급","20250304","M"
"3","동구(인천)","성인","일반","20","관리자","3등급","20250304","F"
"1","창원마산회원","성인","일반","35","관리자","참가","20250304","M"
"3","마포","성인","일반","29","관리자","1등급","20250304","F"
"1","KSPO송파별관(어르신)","어르신","일반","75","관리자","3등급","20250304","M"
"23","안산","어르신","일반","76","관리자","참가","20250304","M"
"2","사천","성인","일반","22","관리자","참가","20250304","F"
"2","사하","성인","일반","27","관리자","참가","20250304","M"
"1","목포","성인","일반","19","관리자","참가","20250304","M"
"2","창원마산회원","성인","일반","19","관리자","참가","20250304","M"
"1","경산","성인","일반","24","관리자","참가","20250304","M"
"2","익산","성인","일반","19","관리자","참가","20250304","M"
"10","강북","성인","일반","63","관리자","2등급","20250304","F"
